@relation trainset-weka.filters.unsupervised.attribute.NumericToNominal-R9-weka.filters.unsupervised.attribute.Remove-R1-3

@attribute fromout numeric
@attribute fromin numeric
@attribute toout numeric
@attribute toin numeric
@attribute width numeric
@attribute exist {0,1}

@data
729,150,0,244,20,1
371,21,0,72,8,1
1955,64,0,169,22,1
781,76,0,35,4,1
27,21,137761,3425,2,1
902,333,430,70,12,1
345,125,0,35,11,1
54,26,0,116,0,1
33229,417,0,41,16,1
671,463,0,14,4,1
2148,254,0,99,19,1
2002,43,0,6,2,1
179,19,0,7,1,1
49,40,138,590,6,1
340,39,1909,749,17,1
162,73,0,1,0,1
56,2,111,437,10,1
62,17,33,7,0,1
9,95,5,67,5,1
323,43,1928,77,11,1
283,3,0,1,0,1
2028,227,0,12,6,1
145,90,116,63,17,1
329,48,0,2,0,1
3219,363,0,114,41,1
37,2,0,1,0,1
194,9,243,145,9,1
74,464,0,7,3,1
58,5,751,2294,3,1
46,17,24183,919,10,1
213,26,0,153,4,1
1743,238,0,92,14,1
72,475,111,458,15,1
37,2,313,57,1,1
19,5,0,1,0,1
92,31,86,35,0,1
79,12,0,27,3,1
749,207,213,224,28,1
743,372,0,1,0,1
33,1,544,423,1,1
160,19,85916,4637,23,1
50,2,0,1,0,1
364,49,0,41,1,1
608,25,0,7,3,1
118,25,86,11,3,1
265,164,7,95,6,1
99,8,250,155,3,1
1763,302,816,186,38,1
126,34,0,18,8,1
29,4,71,263,4,1
3834,596,0,2,0,1
1299,50,0,4,1,1
1609,65,0,33,3,1
98625,2466,0,52,20,1
254,46,0,21,3,1
112,36,0,76,0,1
213,224,1018,281,31,1
568,46,89464,1630,31,1
365,50,0,50,5,1
383,55,0,124,3,1
182,34,0,803,26,1
713,57,0,13,4,1
100,20,0,5,0,1
25437,695,0,65,48,1
663,124,0,8,0,1
1268,68,0,57,7,1
399,41,0,43,14,1
1843,183,0,118,30,1
432,39,107,1795,14,1
333,84,0,48,3,1
32,4,0,1,0,1
109,52,179,175,9,1
12,120,251,357,1,1
81,5,0,18,1,1
277,70,63,797,6,1
91,22,0,144,2,1
989,44,0,141,23,1
269,28,0,300,11,1
136,63,104,85,16,1
1806,164,0,143,31,1
3938,86,0,9,1,1
263,37,0,30,3,1
262,42,0,256,6,1
388,190,200,412,26,1
31,5,4343,47,0,1
3,17,59,1637,1,1
145,16,0,1,0,1
112,323,278,89,4,1
162,25,728,192,7,1
1991,344,0,40,8,1
223,17,0,19,1,1
1883,135,0,720,54,1
47,9,0,148,3,1
54,4,0,1,0,1
137,304,383,782,29,1
16,25,90,145,7,1
269,53,2455,613,17,1
818,45,0,1,0,1
921,74,0,5,0,1
359,13,0,12,0,1
203,45,0,64,16,1
104,85,46,97,24,1
435,92,0,7,3,1
254,84,0,498,0,1
732,49,4500,197,5,1
1123,132,461,292,20,1
90,26,0,19,7,1
50,25,68772,1068,8,1
1247,90,696,71,4,1
419,94,0,80,10,1
80,38,0,3,0,1
35,23,65,56,20,1
244,21,0,116,1,1
21,2,0,17,0,1
2723,433,0,11,1,1
293,51,0,33,10,1
654,22,0,5,0,1
80,64,0,10,4,1
203,71,297,895,61,1
42,5,0,16,2,1
51,71,53,342,14,1
14,22,81,37,2,1
1019,95,0,1,0,1
716,81,0,17,2,1
526,86,0,58,5,1
95,7,0,34,0,1
44,9,295,59,9,1
125,22,86,24,3,1
232,204,0,22,5,1
1615,12,0,2,0,1
695,52,1825,932,20,1
2722,34,0,83,13,1
158,25,0,23,4,1
1742,201,0,1,0,1
200,24,34095,1507,8,1
63,38,172,74,23,1
31,12,0,23,0,1
612,67,0,98,21,1
174,24,0,3,2,1
36,110,25,218,4,1
1591,148,0,109,18,1
51152,1211,0,67,33,1
54,4,0,1,0,1
205,21,163,2921,33,1
424,49,0,53,1,1
3592,151,0,12,2,1
206,14,0,3,2,1
50,10,0,44,3,1
27,19,0,25,13,1
113,9,0,1,0,1
107,33,0,2,0,1
972,336,0,23,0,1
295,79,7009,593,16,1
316,100,0,15,13,1
54,29,0,19,4,1
6382,468,1694,180,20,1
727,49,0,126,1,1
55,6,0,28,1,1
867,143,0,16,2,1
5946,200,0,21,3,1
141,7,184,584,17,1
779,225,183,40,19,1
1116,215,0,82,10,1
991,27,0,5,0,1
644,128,0,261,23,1
130,32,0,1,0,1
927,106,5929,631,35,1
29,4,127,1345,0,1
62,7,0,3,0,1
115,4,0,286,8,1
30,1,0,254,0,1
463,48,745,85,37,1
122,22,5587,1172,23,1
5975,317,0,48,13,1
21,34,0,12,0,1
123,278,511,442,47,1
24,4,0,5,0,1
362,63,0,1,0,1
182,9,3,1215,4,1
535,298,0,1,0,1
58,165,0,4,0,1
64,13,0,6,0,1
64,1,0,1,0,1
47,12,1068,295,8,1
206,250,109,49,6,1
92,13,852,318,14,1
197,132,0,17,2,1
42,61,16616,1743,3,1
514,115,0,2,0,1
64,44,30,392,2,1
111,8,0,216,1,1
21,2,0,24,0,1
16,1,0,2,0,1
9652,484,0,10,4,1
203,93,31,4,2,1
164,6,0,2,0,1
28,22,0,13,8,1
154,37,63,269,2,1
195,46,1,149,4,1
70,15,0,1,0,1
205,42,736,138,6,1
149,86,0,338,4,1
145,15,0,6,1,1
165,50,227,272,29,1
1673,233,0,147,13,1
245,27,0,15,0,1
896,76,0,3,2,1
75,16,362,102,1,1
124,29,0,12,0,1
1051,206,0,17,5,1
1736,346,0,8,1,1
90,19,0,6,1,1
120,94,908,3432,30,1
221,14,0,695,2,1
99,17,0,57,1,1
138,186,8414,1283,49,1
561,108,0,3,1,1
59,38,14576,2084,22,1
58,18,0,12,6,1
67,3,3685,252,2,1
444,33,0,59,3,1
129,55,0,36,19,1
46,185,133,504,9,1
222,17,0,31,6,1
105,23,0,15,1,1
53,34,110,62,7,1
35,16,198,562,14,1
240,14,171,1541,2,1
51,3,0,1,0,1
77,12,0,39,3,1
177,35,151,114,12,1
3915,144,0,332,56,1
30,10,0,52,3,1
155,4,0,1,0,1
197,85,250,103,8,1
185,14,0,35,0,1
1909,749,0,51,3,1
277,9,0,7,0,1
61,7,0,147,4,1
97,12,0,1,0,1
149,14,211,864,2,1
542,25,0,30,0,1
196,61,233,103,29,1
159,14,0,62,1,1
28,8,0,37,1,1
3140,168,0,60,9,1
3066,107,0,183,31,1
650,107,0,185,13,1
81,33,0,2,0,1
91,29,0,1,0,1
25,14,21,14,7,1
495,78,0,1,0,1
75,4,0,23,0,1
27,12,0,1,0,1
948,72,0,108,10,1
139,492,539,105,10,1
7,4,0,2,0,1
102,3,5258,154,1,1
27,6,2002,432,3,1
570,225,3995,307,48,1
321,8,0,2,0,1
107,90,0,24,9,1
1129,154,0,94,6,1
45,8,0,1,0,1
375,105,0,2,0,1
262,33,0,12,0,1
73,54,15,1841,18,1
145,41,0,2,0,1
552,77,0,1,0,1
510,90,0,372,24,1
393,52,0,24,0,1
556,25,0,1,0,1
2721,289,0,28,12,1
592,77,0,5,2,1
2492,139,0,197,35,1
168,48,0,9,0,1
470,149,0,38,14,1
62,7,0,3,0,1
329,37,0,1,0,1
179,33,393,288,6,1
10650,463,0,7,3,1
69,36,0,2,1,1
50,3,0,1,0,1
29,10,0,16,1,1
426,93,0,26,20,1
17,7,54,2914,4,1
315,102,0,9,3,1
139,38,0,26,2,1
7710,662,0,66,25,1
421,35,0,4,2,1
465,102,817,109,25,1
1408,85,0,4,0,1
9,8,0,5,1,1
18495,826,175,110,5,1
1373,117,0,91,23,1
1524,382,0,67,32,1
586,79,0,57,5,1
123,11,0,46,6,1
301,67,0,23,11,1
837,4,0,2,0,1
49,12,0,5,0,1
339,55,27,37,2,1
95,29,0,63,4,1
86,54,0,22,7,1
426,54,0,36,19,1
97,44,0,119,1,1
72,17,0,2,0,1
46,97,0,93,0,1
504,237,0,19,16,1
318,32,0,34,5,1
271,33,0,16,1,1
38,21,0,5,2,1
12,1,0,1,0,1
34,10,0,19,0,1
1571,272,0,26,9,1
170,42,0,5,2,1
53,42,542,183,12,1
57,10,0,33,2,1
365,50,0,7,4,1
43,46,58,64,17,1
16,24,13,573,3,1
708,253,0,7,5,1
123,25,7025,1124,12,1
1781,33,0,321,22,1
151,37,0,4,2,1
68,12,442,239,18,1
327,96,0,52,38,1
338,36,0,75,3,1
424,58,163,2921,58,1
119,9,0,3,1,1
226,480,642,208,40,1
307,165,0,201,8,1
49,17,167,84,6,1
292,60,0,1,0,1
34,93,487,358,8,1
55,4,0,11,0,1
94,22,0,1,0,1
1346,125,0,212,34,1
144,7,0,23,0,1
68,124,0,47,0,1
919,47,5418,932,25,1
45,6,0,1,0,1
123,220,0,155,11,1
1084,68,0,2,1,1
864,62,0,10,1,1
61,52,0,170,4,1
59,1,189,62,3,1
346,136,0,14,5,1
1162,50,0,1,0,1
83,102,1257,632,21,1
107,15,83,22,9,1
818,48,0,1,0,1
320,22,0,27,0,1
401,234,444,466,28,1
70,1,0,24,1,1
300,56,0,11,1,1
199,17,0,8,0,1
111,34,45886,951,2,1
291,8,0,245,0,1
13,2,0,1,0,1
476,90,128,31,10,1
480,67,0,3,0,1
237,30,0,4,1,1
14565,445,0,110,58,1
80,20,0,1,0,1
267,90,488,980,25,1
106,9,30871,1837,7,1
73,20,430,708,17,1
106,6,0,31,0,1
201,24,0,58,2,1
35,39,0,114,2,1
511,28,0,3,0,1
46,17,0,77,0,1
75,35,0,13,3,1
1649,518,0,112,34,1
997,45,0,8,1,1
2512,141,0,1,0,1
25,4,0,9,1,1
35,11,0,35,1,1
162,5,0,54,3,1
57,5,0,1,0,1
70,5,0,111,1,1
1161,92,0,37,16,1
209,13,15,71,2,1
36,5,0,9,0,1
69,7,0,4,2,1
67,37,183,56,27,1
330,30,0,299,24,1
154,9,94,238,9,1
339,13,0,1,0,1
142,16,0,5,0,1
293,78,0,35,3,1
116,20,38,52,0,1
146,7,0,56,9,1
857,55,0,2,1,1
94,5,0,8,1,1
287,36,0,6,1,1
1235,66,0,13,5,1
593,36,0,16,2,1
454,178,351,102,8,1
186,36,0,81,6,1
89,18,0,24,0,1
638,76,1118,1413,21,1
240,12,0,3,0,1
40,22,0,15,0,1
328,17,0,2,0,1
1089,36,0,10,0,1
687,435,401,116,25,1
2560,141,0,83,16,1
188,1157,0,14,1,1
2046,318,0,38,13,1
101,3,0,228,0,1
200,44,0,3,0,1
155,2,0,47,0,1
731,94,0,2,0,1
87,9,107,15,8,1
1274,376,817,369,40,1
11,91,116,82,7,1
146,15,0,30,2,1
28,2,0,1,0,1
1466,80,0,168,13,1
40,1,0,2,0,1
18,6,0,11,1,1
52,5,0,548,2,1
135,9,0,1,0,1
9361,242,0,4,0,1
11,5,0,1,0,1
14910,619,66490,999,159,1
667,20,0,13,3,1
4215,273,0,14,4,1
193,11,0,7,0,1
341,30,0,13,6,1
722,48,95,88,13,1
31,14,116,193,3,1
10537,320,0,60,48,1
229,27,0,37,3,1
128,20,268,24,3,1
70,6,0,3,1,1
481,27,0,147,2,1
696,101,423,177,47,1
27,2,0,6,0,1
57,4,0,3,0,1
29,13,0,20,4,1
30,3,223,267,5,1
314,24,0,2,0,1
18,15,59,46,10,1
53,109,0,30,0,1
199,64,50,259,3,1
110,10,0,93,0,1
95,19,0,22,0,1
609,39,0,109,8,1
1985,276,0,37,16,1
106,30,0,5,2,1
344,3,0,34,4,1
124,10,0,1,0,1
30,10,0,16,1,1
96,29,0,1,0,1
27,21,153,40,6,1
279,110,0,13,10,1
174,20,0,28,4,1
14727,198,0,70,31,1
3830,127,0,7,1,1
42592,1051,0,7,0,1
48401,1444,0,189,142,1
117,83,0,1,0,1
151,32,0,1,0,1
99,8,121,28,7,1
3865,199,0,4,2,1
473,55,23,75,0,1
73,25,534,47,5,1
34,65,0,57,0,1
786,49,0,15,1,1
254,71,0,27,2,1
236,30,0,2,1,1
166,15,0,1278,4,1
1992,48,0,12,3,1
250,15,0,9,2,1
234,73,0,122,10,1
266,30,1141,104,2,1
589,69,110,33,18,1
52,3,410,76,0,1
48,15,0,1,0,1
472,191,347,30,1,1
195,49,0,1,0,1
410,40,0,35,3,1
327,70,0,8,3,1
18,12,0,6,2,1
324,35,0,19,9,1
884,88,0,1,0,1
268,85,45886,951,5,1
10,8,0,1,0,1
180,15,0,28,0,1
89,2,0,7,0,1
14,3,1921,2951,2,1
107,62,0,6,0,1
357,568,1999,193,54,1
1030,58,0,1,0,1
206,207,0,8,2,1
408,2,2527,458,21,1
1983,340,8479,407,142,1
24,7,135,178,0,1
285,88,0,5,1,1
107,30,0,9,2,1
112,47,428,281,44,1
97,11,0,40,0,1
76,5,0,14,0,1
110,22,0,2,0,1
41,33,84,44,3,1
86,10,0,199,2,1
99,23,0,100,3,1
3149,111,0,783,61,1
100,32,2462,417,12,1
405,37,2363,179,25,1
21,4,0,3,0,1
349,93,20,165,23,1
687,37,0,1,0,1
288,105,474,197,12,1
151,18,0,15,1,1
38,28,0,33,7,1
371,151,0,10,6,1
142,8,0,3,0,1
2838,76,0,24,3,1
4330,164,0,23,8,1
73,65,0,13,6,1
48,4,162,1592,30,1
197,47,0,1,0,1
341,113,0,3,0,1
277,70,9,97,7,1
237,293,0,5,0,1
179,33,0,1,0,1
423,105,0,124,20,1
58,17,0,5,1,1
89,55,0,3,1,1
133,45,0,32,3,1
206,189,0,22,9,1
1038,32,0,2,1,1
38,3,0,1,0,1
346,73,3807,447,16,1
4171,16,0,1,0,1
313,57,0,41,1,1
41,2,0,1,0,1
148,15,382,411,1,1
45,3,88,545,1,1
335,89,24613,704,4,1
181,43,0,8,1,1
26,4,0,1,0,1
5893,310,0,21,7,1
173,21,0,42,1,1
90,24,164,22,4,1
401,5,0,4,0,1
572,59,0,28,4,1
495,62,0,34,7,1
933,611,0,22,2,1
401,36,0,4,0,1
971,54,0,134,14,1
4405,402,0,194,98,1
176,18,0,320,4,1
174,35,0,43,7,1
259,42,0,2,0,1
25,7,0,3,1,1
14,4,48,215,0,1
190,183,0,5,0,1
18229,468,0,217,102,1
3140,115,0,9,0,1
78,6,0,4,2,1
388,47,0,80,0,1
3083,21,0,1,0,1
414,102,0,35,8,1
346,22,0,3,0,1
80,29,0,1,0,1
67,27,0,3,0,1
321,8,0,3,0,1
257,12,0,24,3,1
213,106,159,42,8,1
1630,196,0,89,18,1
872,160,0,5,1,1
182,25,0,2,0,1
57,16,0,1,0,1
750,61,0,164,12,1
708,146,0,539,49,1
2747,47,0,9,0,1
23,8,0,1,0,1
79,99,0,44,15,1
171,90,105,64,2,1
134,77,68772,1068,17,1
73,826,19,197,9,1
287,8,155,222,1,1
124,1789,764195,4841,11,1
86,3,0,17,0,1
94,152,525,478,17,1
30,6,2455,47,1,1
3,8,98,35,2,1
404,87,0,3,0,1
155,52,0,135,8,1
39,5,0,2,0,1
652,148,0,7,4,1
731,90,0,183,2,1
123,11,0,597,3,1
151,9,764195,4841,14,1
221,24,0,6,1,1
283,12,0,11,2,1
13,15,148,199,7,1
187,2358,0,9,1,1
8,2,0,1,0,1
54,11,59,1637,1,1
19,13,0,72,2,1
527,172,100,29,24,1
33,35,525,314,15,1
398,51,0,16,0,1
4566,284,0,68,18,1
22,13,0,13,3,1
47,53,0,33,2,1
241,24,0,21,3,1
486,31,0,4,0,1
587,119,0,802,67,1
7,48,0,127,5,1
71,13,0,10,3,1
88,5,0,37,2,1
64,7,0,2,0,1
416,156,0,213,19,1
1954,100,0,20,5,1
76,54,0,8,1,1
33,41,0,329,5,1
5248,229,0,26,5,1
21,50,186,42,7,1
122,33,0,55,0,1
199,64,0,24,6,1
236,80,0,7,0,1
345,6,0,6,0,1
113,15,0,3,2,1
96,51,0,45,2,1
513,273,0,13,6,1
170,22,0,163,1,1
287,36,96437,1592,19,1
71,19,0,602,6,1
414,102,0,15,2,1
19,4,0,3,0,1
587,119,960,159,32,1
155,157,0,118,10,1
1046,78,0,5,1,1
21837,733,0,68,46,1
1714,343,0,45,12,1
98,80,0,1,0,1
436,76,0,116,3,1
6,1,2236,207,0,1
47,17,3039,252,7,1
63,80,0,15,6,1
55,5,0,12,3,1
65,49,0,46,2,1
681,57,2590,319,16,1
160,9,0,7,1,1
19,8,0,1,0,1
69,48,187,2358,7,1
51,12,0,58,3,1
96,60,0,16,2,1
196,20,0,2,0,1
814,31,0,49,1,1
9,23,0,6,0,1
70,5,0,98,2,1
469,21,0,124,4,1
1636,65,0,3,1,1
390,62,0,1,0,1
357,26,0,5,1,1
82,22,0,30,2,1
24,17,0,4,1,1
130,40,1804,517,12,1
415,113,0,4,1,1
223,23,0,83,6,1
202,28,0,26,6,1
51,127,5849,777,11,1
26,7,0,3,0,1
91,8,0,1,0,1
91,45,107917,873,6,1
111,45,0,18,1,1
192,44,7732,324,17,1
4,38,0,9,0,1
589,154,357,73,29,1
621,323,923,242,69,1
11,5,0,56,0,1
114,28,5655,932,19,1
391,75,0,55,6,1
3,1,0,44,0,1
185,14,0,1,0,1
1308,123,0,73,19,1
22,16,0,26,0,1
10,8,0,1,0,1
1214,102,0,54,6,1
155,31,0,9,3,1
42,23,0,15,0,1
4,3,0,1,0,1
3655,261,0,5,1,1
4433,102,0,22,2,1
135,20,0,49,1,1
96,16,0,6,1,1
38,5,0,1,0,1
54,2,0,9,0,1
32,33,43,58,16,1
149,46,0,62,9,1
41,6,18,3654,3,1
103,78,0,11,0,1
189,62,0,1,0,1
307,76,0,11,3,1
78,17,0,4,0,1
344,41,0,286,10,1
2748,180,0,69,11,1
604,47,0,241,11,1
141,98,0,115,0,1
137,76,0,7,1,1
4088,411,0,13,5,1
365,26,1031,116,1,1
251,274,69,1145,10,1
164,277,1935,835,75,1
1988,150,0,1,0,1
97,24,0,123,5,1
34,12,0,10,8,1
398,62,818,1291,57,1
182,60,151,365,35,1
23,5,0,37,1,1
220,6,0,1,0,1
32617,802,0,30,20,1
61749,2090,0,20,13,1
114,28,0,3,1,1
22,26,0,54,1,1
67,405,0,111,3,1
381,40,0,9,0,1
40,621,0,271,2,1
42,40,0,30,0,1
162,9,0,948,8,1
297,61,103,231,4,1
591,119,0,114,19,1
109,9,0,123,0,1
39,27,0,61,6,1
140,53,0,6,2,1
60,28,4959,569,13,1
79,3,0,2,0,1
44,15,0,29,2,1
222,16,0,1,0,1
1956,334,0,7,1,1
376,44,0,144,8,1
409,25,0,99,4,1
244,28,0,101,9,1
41,39,0,18,2,1
87,10,64,485,15,1
72,8,0,100,0,1
199,61,444,83,31,1
37,27,5655,932,12,1
657,111,1358,166,10,1
12,13,0,6,3,1
1756,47,0,1,0,1
326,127,751,221,12,1
149,86,0,2,0,1
272,93,0,18,1,1
240,28,0,1,0,1
174,35,0,17,0,1
367,61,0,4,0,1
147,58,0,88,1,1
55,35,0,13,4,1
373,96,1389,320,26,1
254,71,0,59,11,1
125,38,0,4,1,1
225,9,0,4,1,1
22,5,0,4,0,1
212,63,229,468,17,1
105,60,0,18,3,1
98,22,0,4,0,1
301,3,0,12,0,1
5946,200,0,125,12,1
252,216,282,908,37,1
1081,54,0,68,8,1
265,48,0,7,6,1
702,59,0,10,1,1
141,12,0,71,2,1
226,15,0,7,0,1
366,57,0,78,6,1
993,33,0,73,12,1
466,7,0,7,0,1
427,35,0,104,6,1
70,11,0,178,1,1
6,5,32,12,0,1
220,22,0,1130,2,1
335,34,0,148,14,1
69,11,0,8,1,1
668,125,0,207,29,1
57,20,0,34,11,1
409,39,0,1,0,1
11,1,0,2,0,1
182,18,0,16,4,1
679,131,0,1,0,1
96,20,53,202,12,1
259,11,0,1,0,1
1980,190,0,290,30,1
0,1,0,0,0,0
41,96,0,5,0,1
193,57,751,2294,13,1
52,8,0,1,0,1
39,2,0,34,0,1
3947,149,0,1,0,1
1377,48,0,7,2,1
636,73,35,181,4,1
190,26,1879,215,10,1
132,113,0,24,16,1
2245,142,724,206,80,1
230,36,11,306,22,1
22242,410,0,66,53,1
248,49,0,35,4,1
1496,77,0,68,14,1
83,1,15,1841,13,1
325,114,0,14,3,1
1779,69,0,99,40,1
861,132,0,98,10,1
664,30,0,42,1,1
98,111,0,14,0,1
98,18,0,29,6,1
1587,240,0,74,35,1
363,108,0,4,0,1
162,73,182,129,9,1
3706,172,0,26,11,1
1571,272,431,831,177,1
2516,46,0,1,0,1
389,96,34,11,10,1
91,11,0,17,2,1
412,144,0,3,1,1
804,134,0,150,12,1
43,7,197,64,1,1
317,446,0,19,4,1
309,47,273,184,11,1
28,6,668,302,22,1
60,6,0,4,0,1
48,50,0,1,0,1
154,13,0,13,0,1
525,67,0,74,4,1
560,41,93391,1010,25,1
57,16,0,1,0,1
354,23,0,21,6,1
104,36,0,8,4,1
84,2,0,1,0,1
2350,33,0,32,4,1
466,51,0,516,9,1
3026,61,0,89,3,1
181,21,0,1,0,1
319,165,0,2,0,1
568,95,0,26,0,1
329,48,0,175,5,1
42,5,0,6,0,1
201,37,0,15,2,1
16108,268,0,6,0,1
817,92,281,431,44,1
503,80,30871,1837,26,1
141,17,0,43,2,1
156,34,1207,129,16,1
98,1458,211,864,3,1
225,47,0,50,4,1
55,25,61,102,19,1
956,134,179,620,43,1
636,76,0,1,0,1
1769,357,0,129,38,1
36,3,0,6,0,1
39,2,230,114,1,1
8640,566,0,28,7,1
1983,217,0,89,24,1
8,6,0,22,0,1
8029,396,849,144,40,1
256,120,0,13,7,1
89,19,0,26,3,1
138,590,0,3,1,1
1710,20,0,1,0,1
20739,397,0,14,3,1
44,2,0,10,0,1
1262,37,0,10,5,1
44,50,100,764,2,1
349,22,0,1,0,1
151,18,0,6,3,1
103,17,0,10,0,1
3238,335,0,158,35,1
216,147,176,372,30,1
58,79,39,1605,33,1
2547,139,0,14,3,1
154,13,0,5,2,1
936,57,0,8,3,1
1984,97,0,2,0,1
531,112,406,225,40,1
137,9,0,10,1,1
19,10,393,23,0,1
323,62,0,36,13,1
2539,585,0,1,0,1
3037,221,0,20,17,1
112,28,0,9,0,1
28,19,61,68,17,1
17,5,0,1,0,1
69,13,0,4,1,1
58,5,0,1,0,1
320,45,0,2,0,1
395,35,0,3,0,1
30,2,0,19,3,1
31,2,0,1,0,1
689,77,0,2,1,1
184,42,0,469,9,1
115,14,7,141,4,1
997,45,0,41,5,1
1638,87,0,68,16,1
90,39,0,178,0,1
1199,61,0,40,3,1
146,31,0,421,5,1
47,6,0,19,0,1
102,5,0,49,0,1
382,60,0,51,5,1
1682,100,0,19,9,1
294,40,0,27,0,1
2340,166,0,1,0,1
2444,253,0,107,23,1
542,25,0,1,0,1
1381,98,0,25,0,1
292,54,32,68,9,1
109,19,23531,246,0,1
237,59,0,14,5,1
195,46,315,55,15,1
640,59,5354,981,41,1
183,145,130,56,1,1
407,73,680,532,26,1
49,11,94,42,4,1
25,1,0,1,0,1
204,253,450,685,2,1
352,38,0,4,1,1
770,11,0,2,0,1
315,56,0,55,1,1
69,1145,0,103,0,1
259,20,279,152,7,1
122,4,0,6,1,1
654,73,0,19,4,1
1304,395,0,22,4,1
57,15,0,4,1,1
40,23,35,22,16,1
408,50,550,68,28,1
87,28,0,5,0,1
177,52,101,23,0,1
49,51,91,16,1,1
267,14,0,1,0,1
708,146,35027,433,43,1
51,7,0,63,0,1
2021,243,0,33,18,1
251,120,0,34,1,1
79,43,27,173,6,1
58046,1117,0,67,60,1
332,34,0,8,0,1
48,30,0,37,4,1
312,41,0,9,0,1
157,29,0,17,0,1
127,6,0,2,1,1
32,222,0,2,1,1
96,14,0,272,4,1
125,8,0,4,0,1
11,14,244,26,1,1
68,10,0,23,3,1
219,32,0,55,1,1
1084,52,0,10,0,1
2364,407,0,190,84,1
574,1555,153,658,27,1
6,768,28,22,2,1
196,35,0,9,0,1
190,309,0,2,0,1
409,21,0,1,0,1
511816,1530,0,1,0,1
94,52,0,5,2,1
1180,116,0,45,15,1
6,11,226,480,3,1
42,26,53,22,12,1
8,1,0,20,0,1
4712,386,249,178,19,1
1344,204,0,43,4,1
26,139,0,15,1,1
1978,167,1369,120,27,1
3324,299,0,28,6,1
84,10,908,3432,18,1
196,35,0,22,1,1
25,45,0,2,0,1
45,2,0,1,0,1
37,2,0,1,0,1
197,153,0,250,32,1
844,160,0,13,3,1
1004,143,3526,460,69,1
75,2,0,1,0,1
424,248,0,121,43,1
18,2,32,26,0,1
511816,1530,0,7,1,1
105,79,296,655,12,1
13950,260,119,19,1,1
1910,477,0,14,6,1
332,93,0,13,0,1
6504,555,0,13,2,1
268,50,0,37,5,1
643,38,0,7,1,1
210,28,32,728,2,1
249,55,0,29,7,1
80,44,310,69,12,1
30,10,0,9,1,1
880,65,0,3,1,1
67,37,552,119,31,1
14,10,0,1,0,1
709,78,0,41,5,1
24,4,0,6,0,1
229,16,0,1,0,1
56,16,38,15,1,1
120,7,0,4,0,1
6076,172,0,2,1,1
7744,260,0,163,91,1
2001,95,0,94,6,1
103,22,0,2,0,1
229,23,0,1,0,1
401,86,0,4,3,1
762,59,0,33,10,1
45,109,41,45,3,1
50,11,0,1,0,1
229,28,58,31,4,1
140,43,6135,574,12,1
666,45,0,504,4,1
3377,268,0,4,0,1
262,327,0,109,2,1
7,1,0,1,0,1
432,37,0,71,5,1
116,43,0,34,13,1
17,9,14,147,6,1
90,71,0,24,1,1
81,15,0,18,0,1
14,4,0,974,0,1
122,12,82,755,8,1
39,3,422106,1101,1,1
68,28,0,1,0,1
179,38,0,6,1,1
21,1,0,20,0,1
80,11,3721,387,2,1
7,1,0,1,0,1
135,21,0,176,11,1
1985,199,0,8,2,1
63,269,0,65,3,1
85,5,0,6,0,1
508,83,0,149,16,1
220,11,0,16,1,1
141,57,0,239,9,1
73,28,0,3,2,1
1921,187,0,18,7,1
85,10,0,16,3,1
46,8,0,2,0,1
223,63,0,40,4,1
16,11,44,538,9,1
406,64,0,18,1,1
68,16,2001,118,10,1
324,127,106,6,4,1
464,6,0,2,1,1
16,62,2237,316,7,1
96,20,0,19,6,1
817,107,0,68,9,1
559,62,0,43,7,1
493,43,0,8,1,1
60,28,0,822,4,1
154,162,933,679,21,1
1170,30,0,67,12,1
203,40,0,335,11,1
60519,948,0,30,26,1
728,8,113327,1668,13,1
838,111,0,28,4,1
109,38,0,1769,6,1
528,160,0,15,2,1
18,4,0,294,0,1
209,41,0,7,0,1
204,38,956,142,18,1
41,10,9,3,1,1
40,12,0,1,0,1
21,18,0,12,0,1
63,240,0,15,0,1
497,362,156,211,14,1
89,36,0,24,5,1
42,67,1368,373,17,1
249,46,0,17,2,1
16840,459,0,221,110,1
142,357,117,46,4,1
316,63,0,49,6,1
1952,60,0,16,0,1
76,34,198,39,3,1
2112,146,0,20,6,1
795,76,0,3,2,1
40,9,0,5,1,1
210,13,0,11,1,1
118,7,0,2,1,1
521,131,156,211,69,1
250,29,0,63,8,1
1710,20,0,2,0,1
13,11,21,4,1,1
10357,1231,0,71,47,1
72,4,0,2,0,1
320,48,0,36,8,1
47,34,0,472,1,1
100,50,0,12,10,1
128,13,502,253,8,1
20,16,56,105,3,1
5083,214,0,39,8,1
266,10,410,122,2,1
536,26,0,440,7,1
18,18,16,431,3,1
1738,204,49,693,47,1
216,18,0,4,0,1
110,10,0,4,1,1
63,47,78,96,36,1
1205,92,0,22,9,1
312,8,0,1,0,1
448,40,0,27,6,1
11,3,0,9,0,1
29,24,0,148,3,1
11,59,450,170,2,1
157,69,0,13,2,1
266,41,20522,737,4,1
152,33,0,2,0,1
1520,37,0,30,1,1
34,5,0,2,1,1
99,8,0,19,4,1
576,92,138,590,39,1
17,2,0,1,0,1
894,192,0,18,1,1
168,20,0,10,0,1
678,22,0,30,1,1
107,52,227,429,20,1
408,61,0,8,1,1
122,22,0,10,0,1
114,7,383713,2022,5,1
148,24,2944,234,7,1
101,9,0,421,2,1
78,7,0,2,0,1
178,27,0,1,0,1
350,24,0,109,3,1
198,239,48,5,3,1
