@relation trainset-weka.filters.unsupervised.attribute.NumericToNominal-R9-weka.filters.unsupervised.attribute.Remove-R1-3

@attribute fromout numeric
@attribute fromin numeric
@attribute toout numeric
@attribute toin numeric
@attribute width numeric
@attribute exist {0,1}

@data
2886,594,0,94,30,1
200,58,289,450,18,1
253,36,0,255,5,1
53,25,0,36,0,1
166,82,0,65,3,1
31666,514,0,454,218,1
1106,89,0,64,11,1
1256,148,0,89,22,1
115,43,0,40,0,1
523,7,0,17,4,1
87,11,0,3,1,1
400,39,0,1,0,1
35,3,0,61,1,1
21,2,0,9,0,1
128,13,0,10,0,1
48,8,57,25,11,1
265,31,1825,932,10,1
226,58,0,72,5,1
247,170,0,18,7,1
22,7,14576,2084,2,1
201,92,0,1,0,1
99,140,0,201,4,1
427,1354,120,444,67,1
107,16,229,468,8,1
734,129,0,11,2,1
210,13,0,8,3,1
93,31,0,98,2,1
157,19,0,1,0,1
1996,174,0,109,19,1
1447,185,0,258,27,1
145,18,0,40,1,1
137,57,0,47,1,1
33,12,0,295,0,1
99,24,0,12,5,1
32,9,0,310,3,1
10,3,22,469,0,1
5,2,0,23,0,1
348,86,0,16,2,1
652,121,196,774,45,1
0,2,0,0,0,0
162,25,0,29,10,1
80,41,0,34,2,1
445,374,0,62,13,1
1328,108,0,9,4,1
4,2,0,1,0,1
1968,152,2945,272,33,1
185,14,0,10,1,1
492,89,2746,373,31,1
1985,199,0,140,61,1
1885,66,0,57,12,1
80,7,0,1,0,1
204,31,0,9,1,1
181,13,0,500,0,1
1946,61,0,238,19,1
6574,620,1332,170,64,1
229,23,0,2,1,1
1285,208,6659,415,51,1
383,20,0,4,0,1
112,37,0,66,8,1
399,52,0,28,9,1
2280,115,2194,118,23,1
36,4,0,5,0,1
301,42,0,51,12,1
149,135,18,11,5,1
167,170,6,1783,7,1
1325,108,0,3,1,1
35429,1446,0,5,1,1
57,2,0,1,0,1
112,66,0,7,5,1
310,45,0,9,5,1
149,16,104,588,3,1
63,240,0,16,1,1
370,93,0,411,34,1
7441,213,0,36,14,1
142,59,0,7,0,1
91,16,37,18,0,1
197,47,0,88,3,1
99,35,0,19,5,1
266,10,0,5,0,1
39,627,0,11,0,1
9,136,188,488,7,1
157,26,0,95,2,1
86,36,0,91,0,1
21,3,0,12,1,1
635,41,0,6,0,1
332,62,307,80,0,1
167,19,0,5,4,1
302,37,0,16,1,1
501,71,2264,195,24,1
1,9,0,56,0,1
248,13,130,2452,6,1
0,43,0,0,0,0
10,5,27,175,0,1
27,3,0,69,3,1
196,25,264,797,4,1
187,31,0,10,9,1
6,4,0,1,0,1
586,72,0,55,15,1
3999,99,0,97,67,1
12,14,0,1,0,1
136,38,0,100,0,1
865,66,0,31,0,1
56,16,0,2,0,1
1978,114,18,3654,46,1
189,30,0,228,5,1
75,3,0,7,0,1
87,11,0,19,1,1
24,2,0,1,0,1
76,15,0,6,2,1
788,92,0,84,12,1
517,66,9211,2058,51,1
5,4,0,4,2,1
30,11,728,169,5,1
67,20,85,76,11,1
155,71,0,14,3,1
55,19,0,2,0,1
3,4,0,13,0,1
490,124,0,2,0,1
46,15,0,2,1,1
535,49,0,101,19,1
838,84,0,51,3,1
122,14,0,1,0,1
209,30,3,3035,18,1
26,4,154,19,0,1
696,101,7415,324,64,1
45,2,0,6,0,1
71,10,0,63,3,1
30,4,0,1381,0,1
133,50,18,3654,7,1
142,64,0,6,1,1
170,111,0,8,4,1
92,21,0,6,2,1
121,29,0,78,4,1
40,26,375,274,5,1
502,36,0,63,3,1
110,15,293,29,2,1
1157,36,0,104,14,1
782,361,0,40,4,1
218,30,0,3,1,1
13,3,0,41,0,1
56,29,87,1267,22,1
368,5,0,1,0,1
106,12,0,1,0,1
120,16,0,7,2,1
0,4,0,0,0,0
0,5,0,0,0,0
2940,273,265,422,84,1
329,49,0,4,0,1
291,24,0,4,0,1
44,3,0,11,0,1
96,20,0,8,2,1
89,65,0,13,0,1
14,4,2,36,1,1
2070,482,60,97,8,1
98,9,0,222,0,1
188,23,0,2,0,1
3,1,0,1,0,1
9,6,668,302,2,1
93,15,0,10,0,1
373,49,0,5,0,1
10,2,0,1,0,1
99,37,62,36,10,1
27,6,1,79,0,1
142,16,0,62,2,1
206,38,0,18,1,1
15,13,0,28,0,1
81,60,0,21,15,1
490,101,0,6,0,1
182,32,499,56,8,1
124,8,0,1,0,1
66,90,47,698,0,1
1054,55,0,84,3,1
543,134,0,36,0,1
621,89,0,10,3,1
111,46,0,125,2,1
253,46,0,11,1,1
382,170,0,10,4,1
286,43,5,67,8,1
1292,102,0,120,9,1
34,5,0,1,0,1
47,28,0,1,0,1
1,1,148,199,0,1
63,19,20739,397,1,1
833,33,0,30,0,1
149,16,239,205,4,1
253,138,0,37,13,1
296,103,0,63,30,1
3465,203,0,89,8,1
244,16,0,2,1,1
12,4,0,5,2,1
62813,2035,0,3,2,1
636,126,0,1,0,1
170,48,0,24,0,1
73,36,60771,1533,13,1
10864,358,0,7,3,1
1300,14,0,53,2,1
1521,19,0,19,9,1
2004,123,85916,4637,118,1
154,61,431,158,13,1
0,1,0,0,0,0
42,1,18,3654,0,1
0,13,0,0,0,0
214,5,440,66,0,1
37,11,32035,1337,6,1
254,76,10236,670,40,1
73,6,0,19,0,1
355,232,0,18,1,1
30,392,22,601,2,1
47,21,107917,873,5,1
98,4,0,49,2,1
231,43,0,6,3,1
28,74,0,33,0,1
77,7,0,58,3,1
51,4,0,298,2,1
187,30,32,728,3,1
416,26,0,144,10,1
564,43,0,13,2,1
153,32,0,134,1,1
2943,492,2237,316,111,1
1381,33,0,13,1,1
32,91,0,35,2,1
32,5,0,1,0,1
78,30,0,1,0,1
449,148,17,297,6,1
7,14,28,3,1,1
30,1,0,1,0,1
7,6,33,25,3,1
80,10,0,20,1,1
156,1,0,42,0,1
47,14,336,840,9,1
85,10,0,3,0,1
79,13,0,7,0,1
7232,648,0,1173,155,1
969,196,0,11,3,1
53,26,1572,315,5,1
51,13,0,115,3,1
528,29,442,471,18,1
22,6,0,4,2,1
328,217,0,342,25,1
0,1,0,0,0,0
11929,60,0,1,0,1
294,42,0,101,4,1
364,94,0,4,0,1
291,24,0,2,0,1
93,10,0,296,0,1
317,114,0,13,0,1
46,15,0,19,9,1
298,39,0,170,4,1
25,15,0,2,0,1
441,57,0,112,3,1
757,75,0,359,19,1
279,95,181,228,33,1
139,16,0,62,5,1
38,4,58,1294,3,1
243,60,0,3,0,1
487,46,0,41,6,1
68,28,0,11,4,1
40,8,0,31,6,1
21,14,27,62,8,1
432,57,0,22,5,1
1447,185,2,189,3,1
68,16,233,181,6,1
717,87,0,1,0,1
27,11,0,1,0,1
316,63,129,18,8,1
12,3,226,227,8,1
1996,174,0,23,1,1
837,4,0,2,0,1
160,48,0,154,1,1
121,17,0,3,2,1
2,2,4102,306,0,1
31,10,917,389,5,1
107,4,0,2,0,1
55,8,167,220,1,1
132,71,0,3,0,1
788,133,0,18,9,1
12,4,2,90,1,1
331,58,0,8,0,1
1328,223,0,9,0,1
1396,76,0,145,20,1
356,37,0,53,3,1
764,155,0,39,5,1
64,21,49,16,14,1
1417,142,0,299,25,1
3306,665,0,185,103,1
4165,97,0,185,86,1
99,140,174,51,0,1
620,102,0,1,0,1
24,15,0,3,0,1
131,90,0,1,0,1
84,18,2,189,6,1
504,76,0,17,2,1
7,4,38,132,0,1
34,43,98,563,2,1
8522,249,0,96,60,1
462,40,0,134,9,1
47,40,0,2,0,1
108,136,87,25,9,1
170,7,445,257,2,1
218,42,60771,1533,29,1
16,555,148,76,0,1
208,13,0,22,2,1
3462,247,0,9,2,1
150,11,0,6,2,1
65,27,2002,432,10,1
226,8,0,6,3,1
36,4,653,540,2,1
121,28,0,31,4,1
105,137,0,74,6,1
111,862,211,156,3,1
75,10,16616,1743,2,1
74,13,382,411,8,1
160,62,626,430,31,1
118,19,0,31,2,1
343,92,0,53,25,1
7801,89,0,1,0,1
251,76,0,32,1,1
291,62,0,80,22,1
1056,49,0,7,0,1
144,178,947,297,19,1
197,31,0,12,4,1
54,204,0,10,4,1
62,58,0,1,0,1
137,13,962,71,1,1
316,100,0,66,29,1
42,6,0,1,0,1
137,9,0,1,0,1
35,12,0,1,0,1
465,151,0,110,13,1
277,40,523,133,8,1
9,37,0,45,1,1
1291,575,0,8,3,1
517,32,56,173,4,1
826,72,0,101,6,1
1763,302,97,17,6,1
27,245,0,75,1,1
514,65,0,45,12,1
475,14,974,36,0,1
462,54,0,11,8,1
114,5,0,29,0,1
558,37,0,79,11,1
24,1,0,1,0,1
4,2,0,1,0,1
834,40,0,2,0,1
229,23,0,105,3,1
70,17,0,161,3,1
81,175,623,32,4,1
181,38,0,142,10,1
86,107,0,49,12,1
1074,142,0,87,10,1
7,8,0,2,0,1
175,33,0,66,4,1
1,30,2,520,0,1
0,23,0,0,0,0
93,11,0,26,0,1
121,115,9,145,7,1
2720,98,0,261,48,1
394,26,0,1,0,1
6279,241,0,5,0,1
7496,356,0,1,0,1
13,1,0,204,0,1
269,180,0,9,3,1
248,42,150,14,1,1
71,59,0,6,2,1
11,1,8,245,0,1
546,202,1048,239,56,1
24222,712,0,6,4,1
262,29,0,106,9,1
424,49,0,225,7,1
102,5,0,1,0,1
1174,287,136,63,31,1
100,40,0,21,15,1
2162,304,0,80,20,1
536,26,0,66,1,1
274,23,0,103,1,1
305,39,0,1,0,1
394,11,0,19,1,1
3,2,248,61,0,1
426,378,0,71,5,1
1087,58,0,43,1,1
12,4,229,468,2,1
6879,303,0,35,23,1
71,9,0,1,0,1
2297,163,0,129,36,1
7803,351,0,16,6,1
101,24,0,14,10,1
540,63,0,305,6,1
1452,201,427,1354,76,1
2037,105,0,58,8,1
241,24,0,3,0,1
427,1354,0,336,23,1
1340,235,0,104,39,1
27,6,0,2,0,1
140,14,0,2,0,1
94,10,229,468,9,1
370,28,0,79,2,1
2624,304,0,25,10,1
9763,334,0,1,0,1
248,27,87,109,2,1
432,63,0,71,2,1
23,7,751,2294,4,1
25,9,10017,678,2,1
1625,103,0,1515,60,1
893,194,0,399,32,1
25,3,0,141,0,1
100,9,0,4,1,1
784,27,16,162,20,1
161,41,227,429,22,1
696,71,5929,631,27,1
4787,133,0,3,0,1
142,29,6554,1087,6,1
4,4,0,1,0,1
37,28,2352,1043,4,1
126,14,0,124,12,1
445,117,0,1,0,1
1479,82,0,117,20,1
42,1,0,4,0,1
45,4,0,6,0,1
2248,194,0,3,1,1
9,5,73,826,1,1
1278,40,0,209,0,1
486,76,0,116,22,1
118,234,9825,860,19,1
576,161,0,14,7,1
2198,140,0,10,8,1
2,2,0,2,0,1
51,15,0,45,4,1
12,13,73,102,1,1
37,15,8,99,6,1
399,312,0,131,8,1
45,2,0,40,0,1
297,49,100,2098,12,1
110,9,0,57,1,1
9,16,44,538,4,1
206,31,0,23,8,1
198,52,297,396,15,1
40,141,57,903,19,1
417,55,0,1,0,1
53,9,0,1,0,1
192,84,485,163,18,1
1374,33,0,2,0,1
242,14,0,3,1,1
294,42,0,20,3,1
1649,97,0,360,45,1
26,2,0,1,0,1
11,19,76,368,3,1
128,13,0,71,2,1
25550,1681,0,40,31,1
474,40,0,19,0,1
30,1,0,1097,1,1
0,3,0,0,0,0
185,46,0,1,0,1
193,34,0,3,0,1
53,45,82,35,14,1
14,1,0,11,0,1
38,4,0,1,0,1
1364,218,113,176,24,1
2164,162,0,382,71,1
101,12,504,69,6,1
25,198,0,73,2,1
15948,357,0,74,54,1
301,41,10357,1231,21,1
99,2,0,1,0,1
267,35,0,7,0,1
100,2098,0,354,2,1
24,6,0,50,1,1
316,18,0,13,1,1
11,5,0,1,0,1
281,455,82,860,26,1
4585,124,0,326,103,1
45,39,41,96,0,1
216,28,0,260,12,1
55,79,0,7,0,1
241,21,391,156,2,1
738,260,319,378,80,1
57,1,0,3,0,1
231,55,0,29,13,1
145,14,0,730,5,1
296,655,124,9,1,1
94,10,0,2,0,1
57,25,0,3,0,1
193,28,63,38,1,1
107,15,0,9,1,1
170,204,0,137,19,1
2,4,226,227,1,1
424,248,0,11,1,1
196,24,0,5,1,1
7867,224,0,3,2,1
66,4,0,3,1,1
1979,559,530,451,108,1
114,20,0,6,2,1
219,12,0,307,2,1
160,11,105,781,8,1
99,224,0,43,2,1
239,60,0,1,0,1
180,46,0,6,4,1
87,9,35588,919,0,1
80,11,0,1,0,1
185,7,0,98,1,1
3040,146,0,21,12,1
280,48,132,222,25,1
7867,224,0,15,2,1
121,67,0,2,1,1
155,31,0,11,4,1
280,100,7561,1999,40,1
29,17,0,5,2,1
705,145,558,149,28,1
91,11,0,9,1,1
359,104,915,250,44,1
4,4,0,1,0,1
332,52,0,76,0,1
317,46,9940,770,23,1
2699,52,0,14,1,1
56,9,0,1,0,1
1295,37,162,1881,10,1
167,128,0,7,3,1
93,7,8,1748,5,1
1011,129,0,324,17,1
172,9,0,1,0,1
1375,358,0,167,62,1
843,25,0,59,21,1
137,709,0,66,6,1
148,20,0,52,1,1
171,4,0,36,0,1
52,3,0,1,0,1
68,5,188,488,14,1
144,51,72,325,0,1
36,3,513,126,0,1
11635,287,0,47,32,1
699,45,0,618,30,1
1025,145,156,56,16,1
16,5,0,1,0,1
2001,139,0,2,0,1
757,51,0,1,0,1
0,3,0,0,0,0
466,9,0,6,1,1
28,1,99,265,5,1
723,84,0,261,24,1
7,1,0,98,0,1
7,5,0,44,0,1
121,16,312,374,4,1
48,13,0,4,1,1
3,2,0,4,0,1
150,14,0,16,4,1
105,19,0,229,4,1
1104,103,0,142,17,1
73,20,0,5,0,1
246,9,0,2,0,1
0,5,0,0,0,0
463,48,223,30,27,1
222,77,406,130,30,1
292,45,0,2,0,1
551,25,0,209,2,1
27570,520,0,5,3,1
89,5,0,88,1,1
896,147,0,65,7,1
4662,319,0,93,49,1
389,38,0,23,3,1
625,41,0,96,16,1
305,118,0,194,3,1
115,4,0,35,3,1
118,1,0,57,1,1
107,7,0,3,0,1
271,76,0,1351,8,1
354,31,0,24,2,1
78,3,0,112,1,1
69,7,0,14,1,1
117,10,0,104,1,1
27,14,114,27,13,1
34,7,0,4,2,1
85,14,0,23,3,1
42,2,0,3,1,1
118,30,0,17,1,1
4195,119,0,331,90,1
153,24,0,6,0,1
5221,183,2002,155,44,1
196,35,1340,235,16,1
257,89,0,21,2,1
175,47,0,7,5,1
157,90,573,157,29,1
1037,193,0,8,2,1
71,80,842,226,11,1
32,1,9,135,0,1
2327,86,0,6,3,1
1071,142,0,21,2,1
265,422,0,231,21,1
64,21,0,4,0,1
148,16,0,30,5,1
3999,99,6021,217,88,1
1005,20,0,271,5,1
1,1,0,1,0,1
0,1,0,0,0,0
195,46,795,2431,22,1
1308,123,0,36,9,1
158,41,0,2,0,1
66,19,0,3,2,1
502,956,69,1145,51,1
12,1,0,1,0,1
349,120,576,45,1,1
144,43,0,1,0,1
106,40,0,50,5,1
24,89,690,2605,1,1
1605,73,0,192,40,1
31,3,49,525,0,1
227,20,0,296,1,1
220,657,92,18,10,1
682,117,4904,125,5,1
0,4,0,0,0,0
229,28,73,193,29,1
263,103,1051,309,49,1
39,4,0,3,0,1
126,17,0,4,1,1
238,23,0,2,0,1
709,78,0,1351,24,1
1121,85,0,128,21,1
154,37,63,269,2,1
442,90,0,2,1,1
6655,357,0,4,1,1
78,6,0,1,0,1
49,17,242,410,8,1
1983,45,0,7,2,1
173,32,0,22,4,1
9,9,0,249,0,1
30,5,0,15,3,1
158,38,0,72,9,1
4550,304,32583,1630,127,1
1869,57,0,4,0,1
52,37,38,191,0,1
1979,206,0,243,25,1
296,8,0,48,4,1
62,56,0,27,1,1
349,22,0,2,1,1
415,113,0,132,15,1
854,35,0,38,1,1
6,4,0,31,0,1
235,29,15,44,5,1
17,17,0,39,5,1
236,38,0,3,0,1
252,58,0,38,14,1
284,155,0,74,18,1
858,79,0,248,31,1
102,10,0,4,0,1
35,3,0,3,1,1
162,12,0,64,4,1
370,38,0,52,14,1
71,11,58,1294,4,1
45,39,0,93,1,1
302,19,0,1,0,1
409,27,0,21,4,1
257,62,0,50,4,1
24,6,38,31,2,1
117,6,0,18,1,1
196,24,4518,190,5,1
65,37,133,50,1,1
19,1,0,34,1,1
8,5,0,2,0,1
1155,66,0,251,37,1
34,39,0,4,2,1
722,112,0,39,26,1
286,592,0,12,1,1
8,3,125,31,0,1
93,6,885,20,0,1
46,14,81,33,10,1
139,66,58,215,26,1
487,38,0,35,1,1
4516,157,0,18,2,1
82,12,0,60,0,1
98,36,653,284,21,1
2693,115,0,203,50,1
310,13,0,14,1,1
71,17,0,5,0,1
266,41,0,637,6,1
852,98,0,10,7,1
164,13,0,5,1,1
45,4,262,51,0,1
29,14,441,292,3,1
120,7,0,13,0,1
1862,335,0,66,7,1
713,57,0,19,2,1
18,96,0,24,4,1
170,11,0,16,2,1
75,52,219,124,37,1
47,40,0,23,0,1
354,71,0,3,2,1
3,2,411,116,1,1
565,93,0,2,0,1
722,48,0,2,1,1
685,29,0,9,2,1
22,2,0,6,0,1
1909,401,12715,955,171,1
113,2,0,4,0,1
788,98,0,14,1,1
86,3,0,3,0,1
1,2,312,8,0,1
344,73,933,679,29,1
109,34,5258,154,7,1
23,6,85916,4637,1,1
2055,104,0,11,7,1
548,46,0,2,1,1
39,1,0,2,0,1
335,89,0,2,0,1
1904,309,0,247,54,1
811,42,0,447,10,1
1,5,1038,32,0,1
194,43,0,85,2,1
287,30,0,36,0,1
219,39,2631,157,21,1
146,7,486,340,8,1
75,2,0,9,0,1
822,66,0,9,5,1
25240,1292,0,192,142,1
1064,215,0,181,52,1
576,161,0,61,22,1
8,14,0,18,0,1
115,4,0,1,0,1
100,59,1999,193,6,1
33,3,0,15,0,1
419,142,0,88,2,1
661,75,0,409,29,1
7,1,0,1,0,1
158,16,0,102,3,1
66,10,0,122,1,1
254,26,202,48,0,1
93,33,31,58,0,1
34,19,0,9,0,1
144,14,385,55,5,1
48,14,2455,47,0,1
1608,145,0,68,16,1
76,46,213,229,8,1
1105,54,1481,40,12,1
66,15,0,27,0,1
155,25,0,6,0,1
623,32,0,116,22,1
81,20,0,1,0,1
185,39,0,13,0,1
41,14,0,2,0,1
19,34,0,64,5,1
357,127,0,12,5,1
223,68,0,10,2,1
192,33,2340,166,10,1
162,129,0,16,6,1
34,12,0,3,1,1
185,362,86,30,3,1
103,14,0,4,0,1
126,17,0,9,1,1
1134,278,0,3,1,1
30,1,0,1,0,1
1108,85,0,35,0,1
113,32,41,860,3,1
91,9,0,20,3,1
0,6,0,0,0,0
56,27,15,1204,7,1
224,61,0,22,0,1
112,1,0,2,0,1
90,13,1992,401,6,1
814,31,0,3,0,1
18,16,414420,2821,7,1
452,87,0,3,2,1
182,18,0,1,0,1
107,35,0,14,3,1
1,563,2462,417,0,1
318,151,0,120,21,1
122,37,688,242,10,1
72,4,0,285,1,1
251,86,0,63,9,1
1,1,0,387,0,1
115,107,0,70,9,1
1446,97,0,414,48,1
268,133,85785,2664,14,1
300,1,967,930,20,1
462,48,0,8,2,1
727,76,0,98,29,1
7,4,0,1,0,1
1979,111,0,48,12,1
255,46,0,16,5,1
357,127,0,115,6,1
296,23,0,98,8,1
339,31,0,19,8,1
6655,357,0,41,17,1
874,45,0,32,11,1
127,318,0,8,3,1
158,15,51152,1211,5,1
341,21,0,350,16,1
8,2,0,5,0,1
1742,201,0,290,28,1
24,6,0,2,0,1
33,24,0,10,0,1
181,146,223,106,11,1
1242,51,0,35,4,1
44,12,0,24,0,1
271,17,162,1881,4,1
107917,873,0,1,0,1
1868,146,0,1,0,1
218,20,0,5,0,1
248,15,0,22,2,1
32,15,0,76,9,1
199,54,0,687,14,1
38,106,0,2,1,1
30,22,0,2,1,1
30,2,0,4,0,1
262,8,0,25,1,1
312,374,0,32,7,1
144,52,373,96,18,1
98,48,0,9,3,1
197,123,0,607,16,1
96,30,11,444,0,1
371,21,0,18,1,1
322,240,0,6,0,1
22,13,399,290,11,1
35,2,554,2951,4,1
17,6,57,85,1,1
106,8,222,107,2,1
51,39,0,28,4,1
87,37,248,96,8,1
1765,78,0,1,0,1
444,42,0,29,2,1
208,10,0,11,1,1
19,1,0,1,0,1
577,15,0,1,0,1
1603,18,0,3,0,1
396,88,0,5,1,1
239,5,0,2,0,1
90,1,133,504,19,1
0,25,0,0,0,0
511816,1530,0,6,3,1
42,26,49,8,5,1
183,18,197,75,11,1
29,9,46,12,5,1
1755,125,0,215,27,1
134,47,0,27,8,1
54,4,0,53,0,1
197,31,0,11,5,1
3808,904,120,36,22,1
205,21,0,6,0,1
100,81,103,16,5,1
373,41,0,5,0,1
119,3,0,4,0,1
48,2,0,2,0,1
514,84,0,36,5,1
253,13,0,28,0,1
127,35,0,33,2,1
591,28,0,16,1,1
9,95,32,91,6,1
1521,145,0,18,1,1
812,200,0,35,14,1
6076,172,0,22,9,1
54,4,0,5,0,1
74,36,0,9,0,1
174,16,0,86,0,1
269,69,594,237,62,1
1071,16,0,11,0,1
112,263,187,61,2,1
205,31,0,5,3,1
121,66,0,17,8,1
300,135,8,42,26,1
72,2,0,27,0,1
74,34,0,15,9,1
191,54,0,100,5,1
66,13,0,20,1,1
4239,443,0,142,70,1
665,271,0,3,2,1
3797,80,0,77,47,1
187,6,0,596,4,1
319,165,0,24,8,1
48,3,0,21,4,1
122,15,0,137,1,1
1345,120,0,562,43,1
1621,30,0,24,2,1
237,48,0,23,1,1
418,30,0,13,0,1
6,5,27,33,3,1
346,110,0,16,8,1
54,3,0,40,5,1
17,6,124,1117,0,1
22,1,0,1,0,1
14,3,0,125,1,1
42,5,0,2,0,1
2804,212,0,622,133,1
6934,152,0,20,9,1
2372,55,0,3,1,1
339,32,52,73,5,1
1661,86,0,6,3,1
9540,398,0,2,0,1
265,40,0,16,9,1
25,16,40,27,14,1
103,6,0,1,0,1
109,52,1579,385,4,1
44,59,0,5,0,1
2688,184,0,11,2,1
12,10,4,23,0,1
4435,216,0,116,28,1
258,42,156,33,7,1
686,29,0,27,0,1
55,254,0,51,0,1
268,139,0,44,5,1
1262,27,0,7,1,1
244,23,0,5,2,1
333,84,0,345,23,1
394,76,302,25,1,1
57,26,0,1,0,1
92,13,1804,517,10,1
2719,359,0,457,137,1
38,79,0,86,9,1
70,30,107,463,30,1
16,1,0,13,0,1
226,41,0,61,5,1
198,33,0,67,5,1
168,43,521,40,3,1
267,12,0,1,0,1
620,95,0,152,5,1
1695,113,0,14,4,1
1,79,0,10,0,1
224,11,0,17,2,1
3198,32,0,814,17,1
167,12,626,430,25,1
197,39,15,1204,9,1
89,7,0,33,1,1
110,19,0,1,0,1
84,46,69,32,4,1
179,620,0,6,0,1
480,83,0,13,1,1
148,269,1,227,5,1
14337,1075,0,2,0,1
360,93,2049,391,23,1
5083,214,0,95,34,1
16,19,0,9,0,1
40,15,0,130,6,1
53,32,0,4,0,1
1048,239,106,103,38,1
640,62,0,99,8,1
45,8,117,25,4,1
161,15,0,15,2,1
63,344,0,4,0,1
185,45,22,225,16,1
102,4,0,2,1,1
284,77,0,85,25,1
511816,1530,0,7,4,1
56,27,0,32,1,1
67,33,0,145,3,1
186,23,0,2,0,1
143,45,0,63,12,1
0,2,0,0,0,0
837,49,0,185,9,1
156,30,0,16,2,1
76,438,150,43,3,1
249,24,0,119,2,1
964,263,0,28,1,1
153,30,128,145,26,1
922,221,0,138,11,1
26,4,0,156,1,1
653,15,178,891,14,1
538,49,4277,420,15,1
1369,78,0,119,24,1
139,22,0,75,4,1
20,5,0,1,0,1
287,9,0,32,0,1
217,58,21104,1820,42,1
745,30,0,17,1,1
175,14,0,1,0,1
126,6,0,12,0,1
351,102,0,14,6,1
34,12,0,7,4,1
1985,276,0,18,2,1
682,124,0,6,1,1
332,48,0,309,19,1
53,36,0,111,4,1
80,11,0,130,3,1
3592,151,0,5,1,1
133,115,86,107,18,1
9,45,0,21,4,1
447,127,0,10,3,1
122,21,0,31,0,1
38,52,21,14,5,1
288,7,0,1,0,1
160,9,0,1,0,1
1100,28,0,3,0,1
285,67,539,1253,9,1
19,16,8414,1283,7,1
37,2,0,1,0,1
200,56,0,8,1,1
91,14,0,8,2,1
0,14,0,0,0,0
40,14,197,426,0,1
138,22,0,49,1,1
102,2,0,1,0,1
310,65,196,774,52,1
320,64,0,12,5,1
507,118,0,42,5,1
160,114,0,22,3,1
342,58,0,75,5,1
99,37,0,4,2,1
399,44,0,9,0,1
972,109,0,425,41,1
531,91,8472,641,42,1
18,35,24,22,4,1
53,15,923,783,6,1
941,180,0,67,6,1
200,58,0,8,2,1
174,36,1100,53,0,1
276,77,0,15,3,1
123,224,0,13,1,1
318,29,0,47,0,1
319,555,0,5,0,1
21,2,0,24,0,1
2,13,190,24,1,1
96,29,0,1,0,1
69,32,20426,816,18,1
68,20,0,148,0,1
98,29,0,1,0,1
73,24,5262,1345,11,1
99,71,0,22,6,1
33,29,0,20,1,1
18,64,0,9,0,1
573,60,0,207,22,1
128,264,0,9,1,1
27,3,54,199,0,1
168,114,25,1117,29,1
217,19,0,17,0,1
1880,305,0,34,19,1
73,22,13,573,21,1
290,47,0,3,1,1
3,1,0,1,0,1
68,60,427,76,1,1
46,11,0,1,0,1
62,12,0,2,0,1
942,38,0,130,29,1
11,1,411,116,0,1
528,55,0,11,3,1
177,47,0,184,14,1
66,13,0,63,0,1
227,9,0,2,0,1
594,54,0,4,1,1
985,67,0,1,0,1
52,23,0,2,0,1
124,9,0,2,0,1
9329,302,0,27,17,1
68,11,0,5,0,1
630,126,520,200,36,1
105,19,0,472,2,1
504,76,0,1042,27,1
2352,1043,0,111,10,1
227,13,32,4,1,1
605,72,0,128,16,1
28,10,107917,873,4,1
123,220,0,50,6,1
268,61,0,1,0,1
215,112,0,27,9,1
31,2,0,516,2,1
109,13,71,1529,6,1
163,38,0,13,0,1
19,1,0,2,0,1
11,1,0,4,0,1
27,14,25,11,4,1
234,93,1726,304,47,1
10,3,0,1,0,1
269,38,0,5,0,1
62,38,67,20,10,1
0,6,0,0,0,0
153,32,0,74,5,1
944,101,0,2,0,1
236,72,539,1253,11,1
207,18,0,1,0,1
24,291,0,11,1,1
2344,613,0,12,8,1
72,17,68,566,9,1
3465,203,0,60,11,1
25,15,328,66,0,1
95,6,0,124,3,1
21,1,160559,483,0,1
1340,235,0,3,1,1
79,10,149,19,1,1
8,42,0,23,4,1
653,37,2028,1213,32,1
81,37,586,90,9,1
1140,111,0,2,0,1
1969,211,0,59,13,1
129,9,0,3,1,1
269,78,1348,1838,37,1
154,12,269,439,15,1
8054,587,0,20,10,1
225,23,0,14,0,1
575,78,247,34,22,1
82,25,1257,632,16,1
126,48,0,1,0,1
265,52,554,2951,23,1
81,12,0,167,8,1
29,33,104,588,2,1
0,11,0,0,0,0
29,93,179,222,10,1
155,82,0,89,8,1
1012,58,0,18,1,1
7649,228,0,107,92,1
203,110,0,48,22,1
50,66,258,736,20,1
12,1,0,7,0,1
24,10,0,14,5,1
4,1,148,199,3,1
45,20,15068,743,2,1
71,60,11,28,16,1
344,38,0,2,1,1
103,9,0,10,1,1
38,5,3945,659,8,1
1636,59,0,3,0,1
147,1,422106,1101,12,1
26,80,0,2,0,1
5,5,17,297,0,1
647,71,0,97,13,1
407,73,0,1,0,1
173,12,0,2,0,1
209,134,0,1218,35,1
20660,145,0,6,0,1
363,26,0,8,1,1
58,30,34,192,1,1
108,20,0,1,0,1
23,31,487,194,11,1
50,5,16,10,1,1
17,2,0,6,2,1
187,16,0,3,1,1
701,91,0,54,9,1
173,29,0,42,8,1
96,4,0,2,0,1
381,130,0,645,21,1
212,63,0,116,12,1
61,3,0,1,0,1
22965,570,0,4,2,1
3598,112,0,129,36,1
179,35,0,146,10,1
7,1,0,2,0,1
184,24,0,11,1,1
2719,359,0,170,74,1
