Id,from,to,fromout,fromin,toout,toin,width,exist,distance
8177,1452858,1237389,1,1,0,2,0,1,0
8178,2670487,134186,1013,77,0,24,10,1,0
8179,1996636,614643,136,32,0,12,0,1,0
8180,519582,839870,100,40,0,12,11,1,0
8181,1227390,493955,18,40,0,12,2,1,0
8182,3783431,280295,29,11,42,132,5,1,0
8183,1036922,4589838,1,1,222,107,0,1,0
8184,2772293,53999,9,7,0,285,1,1,0
8185,3598075,4143103,37,11,0,9,4,1,0
8186,3448638,3930815,210,24,0,10,1,1,0
8187,897602,1620274,205,32,0,49,8,1,0
8188,997984,3533168,407,31,18,3654,28,1,0
8189,1216844,4214662,35,8,0,27,8,1,0
8190,930865,2839817,1988,250,0,7,3,1,0
8191,3770247,1535467,30,5,0,129,0,1,0
8192,4793065,1316143,3140,115,0,5,0,1,0
8193,3961528,4017809,1959,358,631,54,14,1,0
8194,1973275,2048047,350,116,0,20,5,1,0
8195,1237498,2013752,96,14,0,54,1,1,0
8196,1740775,1430479,505,49,909,160,5,1,0
8197,1537362,1218121,195,55,0,1,0,1,0
8198,3380681,1909701,40,9,121,52,5,1,0
8199,2985587,877185,42857,2014,0,3,1,1,0
8200,3332027,158968,60,18,20,6,1,1,0
8201,1190854,1548642,191,15,0,3,2,1,0
8202,2607807,854924,122,38,1609,130,9,1,0
8203,1491038,3030059,1323,48,0,9,2,1,0
8204,4750158,3066028,72,17,0,8,7,1,0
8205,1710407,4521725,258,35,0,1,0,1,0
8206,4122950,1005674,520,58,2768,152,15,1,0
8207,1700314,1235840,72,14,0,7,4,1,0
8208,112842,1506276,81,15,1694,180,1,1,0
8209,2144550,1573927,533,138,551,58,24,1,0
8210,1260433,4060267,179,17,0,126,1,1,0
8211,4481903,3842257,177,52,0,12,0,1,0
8212,2599979,2914449,34,39,76,46,11,1,0
8213,352476,340169,140,31,0,18,9,1,0
8214,675887,2528059,8,38,0,7,1,1,0
8215,3331683,2742885,80,9,0,15,1,1,0
8216,3213905,4509948,17,20,0,4,1,1,0
8217,3010468,3666344,31,1,0,1,0,1,0
8218,3287211,3624040,389,96,0,6,0,1,0
8219,2299942,4104766,757,70,0,2,0,1,0
8220,379299,1746670,23,4,0,1,0,1,0
8221,2738706,3596180,207,15,0,12,0,1,0
8222,3146320,494596,14,14,208,602,8,1,0
8223,3644947,3971157,319,72,75,801,1,1,0
8224,4800297,679208,72,77,0,28,1,1,0
8225,4440967,4773929,460,17,0,7,1,1,0
8226,1175143,4144699,665,70,0,4,1,1,0
8227,1000389,1997126,1152,59,0,1,0,1,0
8228,3095235,952303,149,22,46,109,2,1,0
8229,1151987,2940888,2925,75,0,12,5,1,0
8230,4188689,2616138,27,4,0,1,0,1,0
8231,699627,2371002,108,6,0,111,4,1,0
8232,1849755,3903571,24,3,0,38,1,1,0
8233,4641237,1155444,286,14,0,22,0,1,0
8234,3548543,4440115,18,3,0,11,3,1,0
8235,461190,2443205,25,15,0,2,0,1,0
8236,3325059,849865,57,5,0,2,0,1,0
8237,1845278,2132401,77,23,0,6,0,1,0
8238,4562184,1657089,83,8,0,1,0,1,0
8239,420389,944176,238,75,0,9,3,1,0
8240,2499152,1076913,316,282,0,45,5,1,0
8241,2020220,4577308,2591,261,0,54,15,1,0
8242,4233239,1293096,6,6,0,1381,2,1,0
8243,1509043,3592284,3521,403,0,454,89,1,0
8244,328049,4697767,87,12,0,9,1,1,0
8245,3786064,1411535,44,19,191,256,18,1,0
8246,2891509,703650,1465,79,0,13,8,1,0
8247,4258113,397740,226,73,0,607,7,1,0
8248,1415509,1210269,361,62,69,1145,12,1,0
8249,572418,526181,103,17,543,277,4,1,0
8250,4445030,369555,60,15,75,18,0,1,0
8251,643839,1442317,705,145,0,36,5,1,0
8252,3043472,4332387,35,3,0,30,3,1,0
8253,1223846,925223,40,361,38,20,3,1,0
8254,923317,1915107,942,92,23,111,1,1,0
8255,3994162,4610948,86,8,0,6,2,1,0
8256,4598309,2469176,3348,84,0,78,12,1,0
8257,3227488,1354698,528,50,0,671,36,1,0
8258,2459058,1576700,683,182,0,1,0,1,0
8259,1000716,4597890,99,17,0,31,3,1,0
8260,3073220,2592826,383,68,0,43,6,1,0
8261,678875,764677,408,50,0,244,1,1,0
8262,4781345,3014020,509,19,0,11,3,1,0
8263,1289934,2767443,21,8,0,3,0,1,0
8264,4711406,4392354,82,5,0,73,0,1,0
8265,4602057,3542987,39,8,0,39,3,1,0
8266,1415891,2028907,538,119,0,5,1,1,0
8267,110961,2926772,1,1,0,17,0,1,0
8268,3446602,946701,2659,292,0,73,41,1,0
8269,2427570,1769648,101,4,0,4,0,1,0
8270,2932779,2316944,38,4,0,28,0,1,0
8271,1886759,1221875,5885,450,0,67,25,1,0
8272,1211797,4856072,64,61,0,21,1,1,0
8273,3450595,4298189,16446,57,0,1,0,1,0
8274,2394387,4276950,62,32,261,330,4,1,0
8275,2089809,3389224,1433,31,0,315,18,1,0
8276,4593233,527606,279,12,0,16,4,1,0
8277,4408852,1374806,36,41,0,2,0,1,0
8278,4148184,1402573,1352,75,0,61,10,1,0
8279,1551226,103624,88,10,0,57,0,1,0
8280,2238848,3305627,878,22,0,1,0,1,0
8281,1162494,3099539,73,65,165,100,13,1,0
8282,2157767,3778255,104,20,0,21,0,1,0
8283,3159344,3965246,118,34,26,1444,15,1,0
8284,2374885,3708687,1890,27,0,15,2,1,0
8285,3523440,1257837,62,8,50,259,2,1,0
8286,3732383,2307617,16,2,0,1,0,1,0
8287,1806541,2617022,152,41,0,12,1,1,0
8288,1333789,3993085,1,52,0,71,0,1,0
8289,2018578,2219498,63,6,0,5,3,1,0
8290,47376,4094750,130,19,0,5,1,1,0
8291,4240831,4656974,84,8,0,5,4,1,0
8292,3626414,3371647,31,11,0,44,5,1,0
8293,1211797,1749876,64,61,0,236,5,1,0
8294,2626578,2779802,815,19,0,19,4,1,0
8295,4484,2985587,163,10,42857,2014,12,1,0
8296,826596,721476,208,108,0,26,1,1,0
8297,3988434,2236764,141,67,0,4,1,1,0
8298,1337580,3615232,251,274,0,4,0,1,0
8299,2362263,4767834,78,46,0,2,0,1,0
8300,3291687,3681798,48,33,0,48,2,1,0
8301,470115,4775661,1,21,18,343,0,1,0
8302,869152,2115353,176,18,0,42,9,1,0
8303,2418205,904778,208,42,0,3,1,1,0
8304,2504911,2069292,46,12,38,10,2,1,0
8305,684248,3980807,107,6,0,1,0,1,0
8306,724017,4404153,31,90,0,668,0,1,0
8307,878663,826086,245,28,414420,2821,26,1,0
8308,3296313,1405773,375,68,0,77,5,1,0
8309,1266697,1167492,5,11,1381,98,1,1,0
8310,3627646,4539998,78,5,0,2,0,1,0
8311,52344,3280290,3195,544,0,1140,124,1,0
8312,2473107,453106,640,72,0,225,19,1,0
8313,1007709,4007159,671,42,0,4,2,1,0
8314,557798,4143553,32,25,63,67,13,1,0
8315,4805219,1495654,254,20,0,113,3,1,0
8316,1091850,507318,805,43,0,4,1,1,0
8317,133901,1113816,269,114,85916,4637,95,1,0
8318,428873,3951007,126,13,0,64,0,1,0
8319,32423,2951176,21,50,0,9,4,1,0
8320,755020,1398623,193,102,0,39,22,1,0
8321,4124000,4480791,21,14,73,30,10,1,0
8322,2326562,3784980,17,7,0,7,0,1,0
8323,4297950,843908,665,128,0,123,16,1,0
8324,2038727,3299021,324,82,0,171,12,1,0
8325,4422188,4640600,240,18,0,25,0,1,0
8326,3369874,1362309,181,66,79,442,17,1,0
8327,2006501,2293272,7009,593,0,3,1,1,0
8328,680987,2645257,262,39,0,35,3,1,0
8329,3949974,392706,726,631,0,2,2,1,0
8330,1711824,1589217,375,105,0,43,9,1,0
8331,2474652,3462437,191,25,0,5,0,1,0
8332,2269513,1055734,219,18,0,2,0,1,0
8333,2059783,181736,2081,44,0,42,5,1,0
8334,223627,2672824,189,48,0,2,0,1,0
8335,4859480,2969287,203,110,0,4,3,1,0
8336,3600709,2006501,493,310,7009,593,44,1,0
8337,597494,3451146,3,2,14,3,1,1,0
8338,4408127,3858565,55,10,54,2914,7,1,0
8339,1150781,2572817,124,9,0,1,0,1,0
8340,718080,3874172,1240,32,0,9,0,1,0
8341,4324902,3956179,64,35,430,708,23,1,0
8342,4554641,2596731,1960,130,0,44,3,1,0
8343,830762,1230983,34,2,0,1,0,1,0
8344,1495327,1335581,197,15,2894,161,3,1,0
8345,4325343,3964967,22,9,0,11,0,1,0
8346,1304157,1735763,229,23,0,57,4,1,0
8347,2166658,3226963,496,296,0,81,45,1,0
8348,1569109,595973,161,28,214,1141,5,1,0
8349,3593385,1402163,36,74,1053,194,2,1,0
8350,2917515,981926,14,1,0,1,0,1,0
8351,3774099,3454188,93,35,0,23,0,1,0
8352,737158,2898954,317,40,460,154,9,1,0
8353,4575577,4320517,1298,98,0,1,0,1,0
8354,3827531,777407,818,99,0,42,8,1,0
8355,4805832,208143,81,44,0,17,9,1,0
8356,4025317,4607685,25,1,0,100,2,1,0
8357,2914833,957982,398,51,0,2,1,1,0
8358,530871,1716760,1999,90,0,37,4,1,0
8359,3573181,626645,19,4,0,1,0,1,0
8360,4563509,1473831,1636,59,0,6,0,1,0
8361,4491737,1405016,2940,921,5070,423,77,1,0
8362,3786067,3972580,193,28,0,42,1,1,0
8363,4708795,2143156,20,1,0,3,1,1,0
8364,529209,4784041,1057,223,0,45,3,1,0
8365,2158135,2487705,244,21,0,1,0,1,0
8366,2353336,756333,2179,217,0,357,70,1,0
8367,3368313,783166,38,8,0,28,0,1,0
8368,3964605,1796028,522,116,0,11,2,1,0
8369,545843,1410992,14,96,0,16,1,1,0
8370,4545052,650779,1469,83,0,609,18,1,0
8371,2384674,138356,2302,118,0,3,0,1,0
8372,2475615,2303705,892,185,42592,1051,39,1,0
8373,3866925,1794511,28,1,99,265,5,1,0
8374,3287647,3471140,687,56,14,374,2,1,0
8375,583085,3430935,93,7,0,35,1,1,0
8376,378668,3795803,1065,208,2,266,31,1,0
8377,458331,3324875,154,84,61238,1350,10,1,0
8378,164207,2868999,1322,72,0,19,5,1,0
8379,2298394,2823283,1809,159,0,30,4,1,0
8380,4599961,138889,21,3,87,1267,2,1,0
8381,3425719,4705797,14,3,0,7,0,1,0
8382,3123298,2607961,215,26,0,76,3,1,0
8383,1607116,1790167,828,65,0,30,1,1,0
8384,4286488,1065956,121,49,0,11,2,1,0
8385,4210445,1148998,15,14,84,18,3,1,0
8386,441484,2536609,358,32,0,5,3,1,0
8387,1003508,1978338,451,227,0,295,10,1,0
8388,4121189,2863656,88,10,0,2,0,1,0
8389,1172586,406619,6,1,122,85,0,1,0
8390,2575955,2542088,883,185,376,96,23,1,0
8391,3180380,629579,864,8,0,17,0,1,0
8392,213416,2157726,780,33,0,62,16,1,0
8393,2926834,377829,33,2,94,141,2,1,0
8394,1627758,2135035,9,36,206,250,8,1,0
8395,4262056,4662913,44,15,308,54,5,1,0
8396,4635026,1714319,39,26,332,93,12,1,0
8397,803075,2614430,749,69,1267,192,19,1,0
8398,2442778,2644292,79,84,97,48,15,1,0
8399,4145835,1154909,499,56,0,350,12,1,0
8400,1373769,1871651,20,4,0,1,0,1,0
8401,1200983,210415,109,3,0,1,0,1,0
8402,3931294,1775877,42,13,347,125,11,1,0
8403,351387,618097,185,14,0,3,0,1,0
8404,393080,1190172,235,30,0,6,0,1,0
8405,2901903,3223014,83,20,0,4,2,1,0
8406,2545924,529727,9,14,139,55,7,1,0
8407,4782303,24472,219,39,0,125,16,1,0
8408,3671213,2234309,157,35,0,52,0,1,0
8409,1936864,4770256,543,62,75258,1072,73,1,0
8410,1143148,2191795,8,68,241,91,5,1,0
8411,1204329,3639123,137,57,324,68,12,1,0
8412,6177,4795122,56,7,0,22,0,1,0
8413,1901975,240409,83,1,0,1,0,1,0
8414,2558582,3366076,4349,622,114,26,9,1,0
8415,893364,2930932,103,19,0,1,0,1,0
8416,4394830,1783229,43,50,181,228,22,1,0
8417,1224134,4374656,9,95,7,48,4,1,0
8418,3571629,824151,263,19,641,100,6,1,0
8419,3315423,4213085,51,29,17,25,18,1,0
8420,1567277,1949856,207,24,98,1458,4,1,0
8421,4770202,1951205,184,32,0,8,0,1,0
8422,2457740,1236051,538,689,0,69,1,1,0
8423,2844952,3626458,1,1,24,23,0,1,0
8424,1906095,1697104,1162,268,2021,243,83,1,0
8425,2337600,3843603,4536,135,0,46,13,1,0
8426,32115,2534278,11,6,0,6,0,1,0
8427,1447147,3173505,825,215,0,360,111,1,0
8428,1928843,3858565,61,2,54,2914,0,1,0
8429,3019750,1973615,3062,253,0,12,3,1,0
8430,609468,239326,11,9,0,12,3,1,0
8431,2388201,1812245,770,61,0,386,23,1,0
8432,571826,4042928,46,5,0,2,0,1,0
8433,4464443,4692203,18,2,0,2,0,1,0
8434,1906355,2617127,65,24,0,31,3,1,0
8435,1695340,1426321,14258,268,0,290,74,1,0
8436,4752558,4105862,14327,381,0,85,34,1,0
8437,4526898,2856437,290,17,0,1,0,1,0
8438,3570493,961366,321,28,0,33,3,1,0
8439,3829978,1924295,130,38,0,6,0,1,0
8440,545246,3248079,70,33,0,20,4,1,0
8441,1933972,1740255,23,2,9726,344,0,1,0
8442,2755505,832401,66,14,0,1,0,1,0
8443,4055755,2041398,275,12,134,7,1,1,0
8444,855735,4021974,388,174,0,6,0,1,0
8445,1693956,3297435,110,19,361,62,2,1,0
8446,1078253,2801049,371,63,0,4,3,1,0
8447,1601672,3601062,3730,395,0,181,37,1,0
8448,2813534,3983010,227,13,0,3,0,1,0
8449,1071720,2293604,794,57,0,4,0,1,0
8450,2565018,2378227,199,7,0,54,0,1,0
8451,3901844,1934734,9,5,228,2002,3,1,0
8452,3352423,1309047,8,8,39,22,4,1,0
8453,273642,1257785,138,20,73,826,16,1,0
8454,2550736,2655772,105,137,0,60,3,1,0
8455,3936920,1856676,73,41,197,236,45,1,0
8456,1044499,3795258,74,34,0,71,5,1,0
8457,3155080,1946927,14,5,0,1,0,1,0
8458,1371684,2345076,8544,207,0,7,1,1,0
8459,3795772,896820,4945,158,0,150,105,1,0
8460,3774313,3259972,268,26,371,106,3,1,0
8461,2099434,898520,27,2,0,1,0,1,0
8462,99399,3055382,373,41,0,157,3,1,0
8463,3110201,2719251,201,4,1348,1838,9,1,0
8464,3035455,2359193,191,48,1655,175,24,1,0
8465,4330537,2333650,5772,46,0,1,0,1,0
8466,1172685,2062211,13,12,0,1,0,1,0
8467,2921300,3347462,186,89,0,1,0,1,0
8468,3360982,3601259,1965,140,0,103,17,1,0
8469,37864,3858565,131,13,54,2914,6,1,0
8470,125611,821382,94,49,114,101,11,1,0
8471,3736362,3044898,22,6,19,93,7,1,0
8472,1365574,51818,19,10,0,7,0,1,0
8473,4792427,1539465,29765,523,0,63,57,1,0
8474,1156222,850307,46,5,0,1,0,1,0
8475,1189507,2130462,98,9,0,1,0,1,0
8476,467980,1226047,413,44,0,243,14,1,0
8477,3519307,993087,280,27,3,1215,6,1,0
8478,4101269,2920508,163,37,0,61,6,1,0
8479,3661201,3774997,99,5,0,25,1,1,0
8480,1791290,1696613,328,14,0,3,0,1,0
8481,3601268,4762317,232,33,0,15,2,1,0
8482,3764490,526102,668,302,266,64,37,1,0
8483,1190100,4239258,212,159,0,43,6,1,0
8484,656628,3790102,313,57,2001,118,14,1,0
8485,4702662,4830370,15,1,0,1,0,1,0
8486,4770466,945947,67,21,0,268,14,1,0
8487,2691713,581420,20,5,17,20,0,1,0
8488,2118303,1200314,69,20,0,11,0,1,0
8489,2001517,1220170,64,485,0,50,6,1,0
8490,500,620238,2,5,87,34,0,1,0
8491,4507290,3281353,212,412,0,35,0,1,0
8492,4362722,4052608,853,81,297,466,25,1,0
8493,937520,1517147,67,33,112,70,1,1,0
8494,4102627,2035267,46,19,36,48,16,1,0
8495,2405728,178551,45,5,0,5,0,1,0
8496,4659842,4739870,119,15,0,138,6,1,0
8497,903890,2871554,126,7,713,226,6,1,0
8498,3298698,3800686,140,67,0,78,6,1,0
8499,3387593,4765201,4,1,0,17,0,1,0
8500,406880,1352628,216,316,1280,183,10,1,0
8501,2860200,3215204,257,12,0,4,1,1,0
8502,3806097,2803699,99,14,0,1,0,1,0
8503,2669767,3139027,3855,305,0,7,1,1,0
8504,4322845,4283014,526,52,0,69,4,1,0
8505,4816648,3324875,2917,342,61238,1350,116,1,0
8506,965444,3189529,56,21,0,104,12,1,0
8507,847065,462080,1064,215,189,43,22,1,0
8508,3878880,1655501,134,10,0,5,1,1,0
8509,989990,1153346,616,70,0,28,0,1,0
8510,1789525,3055478,4157,152,0,7,1,1,0
8511,1651961,764785,111,20,0,7,2,1,0
8512,3476195,1128968,95,33,0,1,0,1,0
8513,139647,139493,54,13,0,20,0,1,0
8514,4775140,3052563,329,94,0,3,1,1,0
8515,4845280,4842114,727,114,78,31,6,1,0
8516,3551506,595973,301,87,214,1141,26,1,0
8517,215409,1791944,69,60,0,51,1,1,0
8518,2976651,4551376,214,13,114,22,2,1,0
8519,801002,3675418,82,12,0,3,1,1,0
8520,1684764,4184138,1086,411,0,793,73,1,0
8521,2905181,1280448,312,119,0,20,4,1,0
8522,4821927,2338311,2001,145,0,3,1,1,0
8523,1847842,933056,450,61,0,11,3,1,0
8524,2183666,2105053,99,25,0,3,0,1,0
8525,750655,4180864,10,5,0,18,1,1,0
8526,1776005,4795780,207,25,0,2,1,1,0
8527,2267850,2883027,1157,36,0,63,6,1,0
8528,2385566,1133268,20451,751,0,1,0,1,0
8529,1856399,344915,146,33,0,129,5,1,0
8530,306376,653741,217,41,0,45,11,1,0
8531,1715529,3229542,423,177,0,79,9,1,0
8532,1529794,4587086,266,55,2547,217,4,1,0
8533,4075269,93921,2678,113,666,75,4,1,0
8534,4272948,1952319,85,14,0,3,0,1,0
8535,3368328,2909834,48401,1444,0,20,16,1,0
8536,3927673,1749596,4203,87,0,60,2,1,0
8537,3277752,3845991,98,10,175,220,14,1,0
8538,2794021,4335772,622,88,137761,3425,93,1,0
8539,3408258,4517015,10,5,0,3,0,1,0
8540,1550113,1436493,659,59,0,90,3,1,0
8541,842612,4375107,1,4,0,1,0,1,0
8542,4409126,194090,428,93,51152,1211,27,1,0
8543,486451,1784256,126,7,0,1,0,1,0
8544,2143656,183770,11,444,2979,1752,1,1,0
8545,1994921,4617398,120,36,0,1,0,1,0
8546,4546712,3245411,27,13,607,206,12,1,0
8547,2267515,2879910,354,24,0,6,1,1,0
8548,2558582,3499990,4349,622,0,55,32,1,0
8549,4112513,115489,188,23,0,30,1,1,0
8550,4032953,2292818,117,25,0,181,1,1,0
8551,4421170,3708423,5584,35,0,1,0,1,0
8552,4483214,3149935,57,11,0,1,0,1,0
8553,3924669,1311699,10,10,0,12,1,1,0
8554,1053254,2846510,371,14,216,317,12,1,0
8555,2544829,3249001,256,11,0,1,0,1,0
8556,3049157,4551061,71,11,0,5,1,1,0
8557,956957,4494312,59,16,0,21,1,1,0
8558,4501830,104642,14,1,0,12,0,1,0
8559,3523443,3446960,262,116,0,9,4,1,0
8560,4128393,3735170,138,15,0,8,0,1,0
8561,2638594,1699583,263,40,383713,2022,12,1,0
8562,3330917,4153993,11430,719,0,4,1,1,0
8563,370603,333695,1348,102,197,426,21,1,0
8564,4112513,3230726,188,23,0,1,0,1,0
8565,4263090,4003693,221,48,0,2,1,1,0
8566,1861970,1159950,107,27,96,45,29,1,0
8567,2748275,3823493,315,16,0,11,2,1,0
8568,4215587,473069,106,6,0,7,0,1,0
8569,4483086,138889,36,9,87,1267,6,1,0
8570,2735051,1114555,2179,161,0,686,83,1,0
8571,984229,482641,803,341,0,167,16,1,0
8572,4071498,1984644,400,81,0,7,0,1,0
8573,3164916,1253210,46,39,61,41,25,1,0
8574,2278434,503294,356,127,0,68,10,1,0
8575,1300462,2365060,599,22,183,151,26,1,0
8576,3799638,3394735,982,31,0,1,0,1,0
8577,2288937,472380,51,6,0,1,0,1,0
8578,862414,4195895,214,57,0,7,0,1,0
8579,277366,251843,1938,90,0,5,1,1,0
8580,4628883,2672632,157,94,0,45,1,1,0
8581,4586911,1774749,2264,195,0,292,52,1,0
8582,4672869,2708279,162,83,0,1,0,1,0
8583,4610148,1836987,97,4,0,2,1,1,0
8584,4261553,3068127,214,65,0,2,1,1,0
8585,3799923,3580661,164,119,0,102,25,1,0
8586,1529453,2000309,163,817,0,23,3,1,0
8587,4275525,4854218,95,9,0,16,0,1,0
8588,1174615,1000182,205,19,0,1,0,1,0
8589,2974311,2280080,6,4,0,1,0,1,0
8590,2140101,4752776,3,6,698,184,1,1,0
8591,2924380,2076423,2539,585,0,85,7,1,0
8592,2079654,3183404,119,82,93,27,22,1,0
8593,4577760,2560466,1,4,4103,323,0,1,0
8594,595012,2421336,394,76,0,2,0,1,0
8595,4611852,2566925,159,27,98,563,9,1,0
8596,1967753,147391,168,17,0,58,1,1,0
8597,2131271,2282274,5485,364,0,182,80,1,0
8598,1008223,4016845,5,1,0,21,0,1,0
8599,4348920,3313867,162,32,418,48,3,1,0
8600,2299942,2174094,757,70,0,17,3,1,0
8601,1693007,2242019,731,227,27,173,11,1,0
8602,2593311,2256427,2,2,40,44,0,1,0
8603,2897086,1887341,155,222,0,17,1,1,0
8604,4088196,4849497,261,29,0,14,0,1,0
8605,549581,2625759,99,41,74,464,28,1,0
8606,1830312,3992744,117,12,0,4,0,1,0
8607,908740,3052523,68,17,372,886,3,1,0
8608,3906823,3742263,384,29,28,790,7,1,0
8609,4599044,2913172,64,5,0,272,1,1,0
8610,2929119,4482436,250,15,0,2,0,1,0
8611,1038493,2626994,19371,381,0,8,2,1,0
8612,3814510,2542077,369,32,9211,2058,25,1,0
8613,1359821,1611807,229,26,281,455,11,1,0
8614,886211,652428,34,1,0,4,0,1,0
8615,2868153,400601,666,63,0,15,7,1,0
8616,1111770,3176477,2133,160,0,77,29,1,0
8617,3267907,2483571,646,144,0,15,6,1,0
8618,216544,1877477,654,56,7901,553,17,1,0
8619,2429911,3302382,118,7,0,43,0,1,0
8620,3068110,4861944,630,126,1652,269,29,1,0
8621,1242696,3065413,73,2,0,1,0,1,0
8622,4164739,4408864,76,7,0,2,0,1,0
8623,3883108,271799,442,239,347,224,49,1,0
8624,855019,3647717,22,263,70,208,2,1,0
8625,1305449,4768463,110,3,0,2,0,1,0
8626,2949666,1670195,116,28,350,49,12,1,0
8627,524835,412870,155,4,0,6,0,1,0
8628,2686231,2420861,11929,60,0,4,1,1,0
8629,4124901,4190683,22,4,138,71,3,1,0
8630,3144514,1750606,153,47,0,162,2,1,0
8631,611688,2420240,85,28,0,8,5,1,0
8632,2682550,2297538,59,15,0,4,2,1,0
8633,3238736,3981661,9761,203,0,90,45,1,0
8634,2449686,4029218,2593,37,0,1,0,1,0
8635,3718505,4285272,2001,247,0,3,2,1,0
8636,2702786,1501545,131,22,539,1253,1,1,0
8637,1856815,2208087,176,9,0,64,0,1,0
8638,863607,528575,57,20,0,1130,1,1,0
8639,872856,3771681,85,4,0,4,0,1,0
8640,1828397,3856327,24,6,0,9,1,1,0
8641,586868,123540,348,65,10280,694,48,1,0
8642,2593636,997435,401,10,0,15,3,1,0
8643,3996641,2064914,3552,210,0,5,3,1,0
8644,2519167,1028233,102,21,0,8,4,1,0
8645,4227895,1814187,63,55,395,469,13,1,0
8646,3869930,3786046,110,54,0,63,18,1,0
8647,136916,3044822,64,11,0,6,3,1,0
8648,10715,1231829,68772,1068,0,17,11,1,0
8649,2951449,534940,1941,169,0,143,43,1,0
8650,2240680,52344,52,26,3195,544,12,1,0
8651,1420288,718154,56,38,1699,418,16,1,0
8652,581168,147526,2,2,76,29,0,1,0
8653,365840,3364271,837,98,0,72,7,1,0
8654,1395708,2046227,1605,238,0,6,2,1,0
8655,4545052,477111,1469,83,0,2,0,1,0
8656,3904537,2734429,18,1,159,17,0,1,0
8657,2180854,3257371,78,9,0,6,1,1,0
8658,512511,1993899,379,16,0,3,0,1,0
8659,906033,526867,110,28,54,199,2,1,0
8660,4053052,1834277,104,16,0,13,3,1,0
8661,1372853,2949823,282,25,864,68,3,1,0
8662,1437966,4344012,17,18,35111,1870,3,1,0
8663,556938,3957092,248,27,0,1,0,1,0
8664,3854462,3910493,231,50,25,1117,40,1,0
8665,3569189,3344587,34,9,0,36,0,1,0
8666,1612442,2776694,33398,907,0,54,34,1,0
8667,64967,869559,1,1,0,3,0,1,0
8668,842516,1132160,260,16,541,84,9,1,0
8669,2361267,954961,779,36,0,2,1,1,0
8670,555295,169913,3795,61,0,2,0,1,0
8671,180613,3576051,88,47,737,69,10,1,0
8672,4667083,564747,3938,86,0,12,5,1,0
8673,3096232,3347932,3,3,45886,951,0,1,0
8674,1979629,2766011,51,18,0,15,0,1,0
8675,1560693,3540823,97,13,0,487,1,1,0
8676,2405691,3847628,22,5,389,757,9,1,0
8677,622271,2075246,225,31,0,19,0,1,0
8678,1156222,83305,46,5,0,1,0,1,0
8679,2964761,1374912,164,6,0,1,0,1,0
8680,3148774,2368911,47,15,44,538,24,1,0
8681,2971499,1675669,99,70,0,9,0,1,0
8682,3160479,1146631,327,272,0,16,4,1,0
8683,1348446,2491499,187,11,339,852,3,1,0
8684,2989232,1503939,100,9,0,60,1,1,0
8685,4317342,3704431,211,156,7929,257,4,1,0
8686,4101269,2079706,163,37,0,18,1,1,0
8687,477612,2840879,6,1,88,111,0,1,0
8688,70801,3956179,105,60,430,708,38,1,0
8689,2527354,2395289,1064,31,0,4,0,1,0
8690,3890545,1303807,774,70,0,16,11,1,0
8691,3593385,830693,36,74,315,200,7,1,0
8692,3494832,395022,74,8,0,376,1,1,0
8693,1166552,3562473,193,58,0,3,1,1,0
8694,421648,4595504,1,2,0,44,0,1,0
8695,3101570,4143982,189,302,715,147,13,1,0
8696,978620,269829,7,3,0,57,0,1,0
8697,2843797,1851872,87,15,0,3,0,1,0
8698,1257837,3812694,50,259,223,758,5,1,0
8699,831841,1787351,36,11,0,6,1,1,0
8700,4163385,1837461,480,40,0,49,14,1,0
8701,2267732,1262616,708,146,0,879,57,1,0
8702,2379752,1964348,2628,61,0,14,1,1,0
8703,3235310,4066327,243,38,0,28,0,1,0
8704,469281,1930725,1084,52,0,4,3,1,0
8705,4125017,4333594,170,48,0,19,1,1,0
8706,426650,891467,6,38,211,44,3,1,0
8707,2198578,2405584,28,17,50,64,12,1,0
8708,278674,2596234,187,29,0,1,0,1,0
8709,1729472,122155,193,18,0,5,1,1,0
8710,538722,4016039,503,28,31,279,16,1,0
8711,1014528,3804378,372,26,0,2,0,1,0
8712,378668,3278302,1065,208,431,831,118,1,0
8713,941864,3785284,23,1,0,249,1,1,0
8714,3176019,2983876,62,5,0,1,0,1,0
8715,4212535,1348203,146,18,0,7,1,1,0
8716,3591255,202925,136,149,0,13,1,1,0
8717,3814,1198888,248,554,124,694,52,1,0
8718,1805642,2943103,165,46,0,102,0,1,0
8719,2642688,814236,122,23,0,14,10,1,0
8720,4285828,4621725,34,12,0,1,0,1,0
8721,2335671,1060265,17,3,0,41,0,1,0
8722,1811455,3635965,57,8,0,267,3,1,0
8723,429928,2255378,1,100,0,2,0,1,0
8724,266756,1723703,268,1,0,1,0,1,0
8725,1056053,3044135,657,7,215,17,1,1,0
8726,2235201,4239339,77,11,0,186,0,1,0
8727,1659787,309801,735,283,9779,651,34,1,0
8728,4196934,2326037,253,40,0,26,1,1,0
8729,1936502,3934750,146,31,12829,1175,7,1,0
8730,3357265,35164,187,36,0,95,21,1,0
8731,3798281,375966,76,61,0,7,1,1,0
8732,1221216,334131,21,14,0,54,0,1,0
8733,509545,1468424,7,4,0,167,0,1,0
8734,4823664,2230361,112,17,0,2,0,1,0
8735,2236516,4765275,167,43,0,2,0,1,0
8736,2522243,4461366,1995,89,0,79,20,1,0
8737,2045063,1397212,213,97,0,3,1,1,0
