Id,from,to,fromout,fromin,toout,toin,width,exist
11946,3605132,4828175,613,171,0,1,0,0
11947,188163,4069816,215,14,0,5,0,0
11948,4422226,1103804,225,9,0,1,0,0
11949,4808217,850369,73,14,0,1,0,0
11950,428873,12240,126,13,0,2,0,0
11951,383072,4735686,12347,301,0,224,74,0
11952,2920427,3592132,345,125,0,3,0,0
11953,3432094,3451830,176,98,0,1,0,0
11954,3653525,860499,268,209,0,14,1,0
11955,3754986,1065620,1527,251,0,105,9,0
11956,1898510,4810706,13,4,0,3,0,0
11957,561685,3092306,20,9,0,3,0,0
11958,4232790,3919661,133,165,0,1,0,0
11959,481968,1751773,3,4,0,5,0,0
11960,3291687,2114763,48,33,0,1,1,0
11961,1263345,2874403,1,1,0,1,0,0
11962,206884,4790858,265,89,0,1,0,0
11963,1693008,4425625,117,37,0,1,0,0
11964,4229407,5570,116,54,0,1,0,0
11965,1977936,472587,359,77,0,2,0,0
11966,1015034,2182229,85,76,0,1,0,0
11967,4692368,3811922,4366,239,0,17,7,0
11968,4854420,504801,144,17,0,1,0,0
11969,2046453,3299366,5,156,0,2,0,0
11970,840735,2977637,4,2,0,2,0,0
11971,4212428,2008433,414,229,0,1,0,0
11972,1234433,2408124,61,16,0,1,0,0
11973,1534244,453073,1,68,0,3,0,0
11974,676807,4719503,91,18,0,1,0,0
11975,3144415,2010224,191,214,0,1,0,0
11976,2288200,773595,24,92,0,4,0,0
11977,197104,492429,35,66,0,1,0,0
11978,1140399,2064804,312,156,0,1,0,0
11979,1666421,4781933,9,13,0,1,0,0
11980,4168454,2114808,359,38,0,1,0,0
11981,3330232,68388,91,10,0,5,0,0
11982,1877337,1231079,622,124,0,1,0,0
11983,3359741,103747,139,13,0,2,0,0
11984,4048121,2616440,105,23,0,1,0,0
11985,2579284,1867609,137,10,0,1,0,0
11986,3279787,93717,141,37,0,3,1,0
11987,3142862,864196,21,55,0,1,0,0
11988,1850402,3446833,12172,518,0,1,0,0
11989,4701953,731660,186,16,0,28,1,0
11990,4199229,3649421,1404,212,0,1,0,0
11991,1117353,1727551,1294,141,0,1,0,0
11992,2109265,3391184,5,4,0,2,0,0
11993,2631555,4122839,136,21,0,1,0,0
11994,700446,4249882,1762,362,0,1,0,0
11995,3313589,3951274,1127,153,0,3,0,0
11996,4565163,2460863,28,22,0,1,0,0
11997,2010726,3296720,34,7,0,14,0,0
11998,2639482,2162490,241,44,0,1,0,0
11999,1079501,460677,25,27,0,1,0,0
12000,3035361,3871717,250,70,0,1,0,0
12001,4608557,1958743,155,18,0,1,0,0
12002,3409379,3145918,61,6,0,4,0,0
12003,3773213,1212839,1985,88,0,1,0,0
12004,3942608,709927,294,23,0,1,0,0
12005,2473107,2458114,640,72,0,12,1,0
12006,2679783,2240220,10,5,0,6,0,0
12007,1029266,912770,18,3,0,1,0,0
12008,405314,3980326,1208,90,0,1,0,0
12009,1960613,2828149,343,6,0,2,0,0
12010,1938426,766867,24,89,0,1,1,0
12011,1020920,818107,281,49,0,1,0,0
12012,4852296,3962732,22,12,0,1,0,0
12013,3353871,2235973,134,72,0,1,0,0
12014,2034809,512313,259,239,0,1,0,0
12015,1858008,4049697,720,58,0,1,0,0
12016,3110967,3751600,102,25,0,1,0,0
12017,1547138,4356865,247,8,0,1,0,0
12018,1507555,566112,691,68,0,1,0,0
12019,4023171,1404732,707,138,0,2,2,0
12020,1184117,2931352,41,3,0,1,0,0
12021,2317794,1082756,417,14,0,2,0,0
12022,2126828,2629095,111,27,0,1,0,0
12023,2922733,2693628,8,2,0,4,0,0
12024,754946,521695,1579,30,0,2,0,0
12025,4068857,4051151,33,7,0,3,0,0
12026,1257821,1802316,176,60,0,1,0,0
12027,4253419,1544869,313,37,0,1,0,0
12028,2516608,2750691,2943,159,0,3,1,0
12029,3584638,4200146,8,4,0,1,0,0
12030,1246698,4163611,47,5,0,3,0,0
12031,1947330,2218279,312,66,0,15,1,0
12032,3717833,2358151,107,22,0,2,0,0
12033,3875835,3859871,239,32,0,1,0,0
12034,977855,3546573,5587,1172,0,21,11,0
12035,1994234,2053370,101,125,0,1,0,0
12036,2952597,2612679,423,61,0,1,0,0
12037,910901,546814,68,5,0,1,0,0
12038,3724860,2546041,1,19,0,4,0,0
12039,4237364,2191924,46,4,0,6,0,0
12040,658030,4447804,4142,101,0,2,0,0
12041,315426,4337933,167,5,0,1,0,0
12042,3238004,2234665,430,70,0,1,0,0
12043,4304451,2494132,88,44,0,29,1,0
12044,2032445,4748669,113,18,0,1,0,0
12045,319025,218506,113,8,0,1,0,0
12046,3075738,668165,59,2,0,1,0,0
12047,1792189,1119190,861,260,0,4,0,0
12048,210364,2101746,0,15,0,2,0,0
12049,2743282,2898252,649,120,0,1,0,0
12050,1922949,2478862,80,4,0,1,0,0
12051,2290485,1576900,188,128,0,1,0,0
12052,268563,1369929,26,2,0,1,0,0
12053,3971134,1195271,960,159,0,7,0,0
12054,1814991,1755110,76,551,0,1,0,0
12055,1714393,4547121,346,110,0,1,0,0
12056,1238709,3710074,287,50,0,3,1,0
12057,2083159,2627563,74,13,0,2,0,0
12058,460524,4182711,428,159,0,1,0,0
12059,90915,1332617,500,50,0,1,0,0
12060,3893839,3578321,347,8,0,10,0,0
12061,634555,45283,35,5,0,1,0,0
12062,2425406,2479305,318,143,0,3,0,0
12063,4358436,1830410,3,65,0,1,0,0
12064,1923990,1941715,150,1,0,2,0,0
12065,4726680,4429905,111,20,0,1,0,0
12066,2500501,4646521,21,4,0,2,0,0
12067,655673,548804,0,2,0,1,0,0
12068,4827029,2013207,144,23,0,30,0,0
12069,69272,1163228,17,7,0,1,0,0
12070,2008378,1070300,96,45,0,1,0,0
12071,3698255,928358,199,5,0,1,0,0
12072,3330522,2407565,240,58,0,1,0,0
12073,1267797,3891294,322,59,0,43,0,0
12074,4573121,3179246,14,14,0,1,0,0
12075,1439946,754032,1511,115,0,12,1,0
12076,3230265,2143777,26316,463,0,1,1,0
12077,2561261,1677925,1,9,0,8,0,0
12078,2660931,2524748,141,14,0,2,0,0
12079,3494814,2035617,28,20,0,1,0,0
12080,4842041,4840708,3610,347,0,1,0,0
12081,2625174,4510489,272,621,0,2,0,0
12082,3820607,785258,18,2,0,1,0,0
12083,1763523,2852563,208,13,0,2,2,0
12084,2342979,2322273,137,10,0,1,0,0
12085,3445042,2094466,182,73,0,3,0,0
12086,736824,1339815,2663,111,0,1,0,0
12087,2723302,1338012,361,56,0,1,0,0
12088,2010653,1223176,2744,19,0,1,0,0
12089,814062,2195473,316,70,0,2,1,0
12090,3817347,4473674,174,46,0,2,0,0
12091,642345,298231,2411,188,0,2,0,0
12092,1004907,4207862,1367,130,0,43,2,0
12093,2453780,1246239,85785,2664,0,5,1,0
12094,2489562,2649183,60,254,138,10,0,0
12095,1954995,1097769,42,1,0,3,0,0
12096,4232790,3092941,133,165,0,1,0,0
12097,2812865,1213248,7,274,0,1,0,0
12098,3716303,6732,457,73,0,1,0,0
12099,754031,3332166,670,52,0,1,0,0
12100,3654464,2479159,150,82,0,1,0,0
12101,850228,4574055,2886,73,0,11,0,0
12102,4135071,1834005,123,25,0,16,0,0
12103,4363027,477552,63,10,0,7,0,0
12104,3951050,4864347,104,10,0,1,0,0
12105,303723,267448,493,46,0,1,0,0
12106,2394283,3132483,2248,194,0,3,0,0
12107,1815424,3847302,154,12,0,2,0,0
12108,2199882,673123,1342,129,0,1,0,0
12109,4050708,674488,1697,81,0,6,0,0
12110,4821247,1455947,201,10,0,1,0,0
12111,4295551,2829375,34,12,0,1,0,0
12112,4542632,1650646,188,21,0,3,0,0
12113,1363638,4459425,34,9,0,1,0,0
12114,2797116,1866555,164,9,0,1,0,0
12115,767461,2310279,6,3,0,1,0,0
12116,1389531,3231142,22,7,0,1,0,0
12117,1490664,525168,146,14,0,1,0,0
12118,3566125,1298314,85,43,0,1,0,0
12119,2289463,2256471,226,155,0,20,1,0
12120,3708490,3400396,157,164,0,1,0,0
12121,2883408,2970793,533,28,0,1,0,0
12122,4694979,2051474,345,23,0,3,0,0
12123,924261,1167308,62,41,0,3,0,0
12124,3357091,1250244,49,22,0,1,1,0
12125,4086223,3881293,56,339,0,1,0,0
12126,2958356,3974098,104,29,0,1,0,0
12127,503537,2835837,476,62,0,2,0,0
12128,2227769,1260328,1719,140,0,1,0,0
12129,4405113,4825053,5,6,0,1,0,0
12130,2624842,3801609,265,164,0,8,0,0
12131,3796083,1262829,93,22,0,1,0,0
12132,3787592,3615106,187,30,0,5,2,0
12133,2533619,3427279,1236,33,0,1,0,0
12134,1890974,3495871,5,4,0,1,0,0
12135,1574077,1205218,43,6,0,1,0,0
12136,4818750,4708099,442,76,0,1,0,0
12137,3615728,4742206,142,71,0,1,0,0
12138,4032953,4070897,117,25,0,3,0,0
12139,627227,1619492,1,32,0,9,0,0
12140,4624717,1409386,216,120,0,2,0,0
12141,3846737,1194567,143,29,0,1,0,0
12142,3131327,1028986,12,1,0,1,0,0
12143,2202728,785721,464,61,0,1,0,0
12144,3789511,2264875,8,2,0,1,0,0
12145,4842305,3117514,2352,1043,0,1,0,0
12146,4215587,2489484,106,6,0,1,0,0
12147,425464,2681527,81,22,0,4,1,0
12148,771294,3648091,162,5,0,2,0,0
12149,292341,3478066,271,76,0,5,0,0
12150,4154715,1223202,279,152,0,6,0,0
12151,1886648,2629461,125,39,0,2,0,0
12152,3663836,1846634,281,431,0,2,2,0
12153,4129391,3021624,348,122,0,4,0,0
12154,733490,2990246,1584,43,0,2,1,0
12155,2599053,4100600,17,7,0,1,0,0
12156,3056473,4433417,34,4,0,1,0,0
12157,3880813,4711154,30,76,0,1,1,0
12158,1969669,2690375,1,2,0,2,0,0
12159,950518,4002116,51,4,0,1,0,0
12160,1106752,1910921,32,13,0,1,0,0
12161,3324869,2571048,113,121,0,1,0,0
12162,1496930,1364555,712,189,0,1,0,0
12163,1621453,1087502,41,23,0,5,0,0
12164,1614969,954684,453,27,0,1,0,0
12165,319440,4775250,6,2,0,9,0,0
12166,1060918,1238741,116,20,0,1,0,0
12167,243123,4100252,337,45,0,1,0,0
12168,4196934,2791852,253,40,0,2,1,0
12169,609054,2711829,350,56,0,1,0,0
12170,3043472,4306549,35,3,0,1,0,0
12171,2755928,4320429,19,1,0,1,0,0
12172,615701,947174,371,3,0,53,0,0
12173,433000,3772839,132,45,0,1,0,0
12174,1423810,1091637,707,33,0,1,0,0
12175,593526,407783,103,8,0,1,0,0
12176,111107,4738544,5,9,0,1,0,0
12177,1282330,4641709,85,4,0,3,1,0
12178,1903453,1936794,12,19,0,1,0,0
12179,228446,954930,111,17,0,2,0,0
12180,1571636,1966427,76,219,0,1,0,0
12181,2921171,3730687,1456,1227,0,2,0,0
12182,3362145,2812074,253,42,0,1,0,0
12183,878663,401807,245,28,0,1,0,0
12184,2214775,1641868,596,28,0,1,0,0
12185,1421720,656508,5201,113,0,1,0,0
12186,3560192,1599987,79,3,0,1,0,0
12187,1067242,4005420,88,33,0,1,0,0
12188,877426,819302,323,43,0,1,0,0
12189,2302163,2466872,241,2532,0,1,0,0
12190,2246596,638673,282,24,0,1,0,0
12191,2033543,4377079,88,2,0,1,0,0
12192,1370190,4065695,1081,54,0,7,1,0
12193,70740,402109,12,5,0,1,0,0
12194,218517,2834630,78,18,0,18,0,0
12195,275819,1416054,31,10,0,6,0,0
12196,49816,808528,87,11,0,1,0,0
12197,3069981,2808269,6774,377,0,3,0,0
12198,1828397,2020004,24,6,0,1,0,0
12199,3585788,282381,33,1,0,1,0,0
12200,1572248,2846361,69,10,0,1,0,0
12201,4265803,3934667,788,133,0,1,0,0
12202,2496498,4698426,388,40,0,1,0,0
12203,1053254,753221,371,14,0,1,0,0
12204,3711707,2387817,49,10,0,1,0,0
12205,4493173,3798888,1888,222,0,1,1,0
12206,1811488,942448,17,4,0,11,0,0
12207,2073115,3085056,589,157,0,5,0,0
12208,376372,4569572,3448,103,0,1,0,0
12209,3651037,3396761,66,90,0,1,0,0
12210,845586,2677500,93391,1010,0,1,1,0
12211,2847798,2319977,67,34,0,2,0,0
12212,3340596,1480900,288,78,0,6,2,0
12213,253000,216656,0,11,0,1,0,0
12214,612099,3937328,163,10,0,3,1,0
12215,3489866,3120505,133,186,0,4,0,0
12216,1421742,4416911,15,1,0,2,0,0
12217,2057322,1024513,2395,76,0,1,0,0
12218,3255482,2760621,420,85,0,2,0,0
12219,3746374,254129,62,12,0,1,0,0
12220,4758230,2007453,58,14,0,4,0,0
12221,3639123,3331061,324,68,0,1,0,0
12222,1305449,3941742,110,3,0,4,0,0
12223,2764724,1845119,359,48,0,1,0,0
12224,1007650,2315105,27,245,0,5,0,0
12225,4368678,2598006,408,89,0,1,1,0
12226,1489589,3687201,216,31,0,1,0,0
12227,3807823,274376,89,23,0,3,0,0
12228,1063844,1246706,21,1,0,1,0,0
12229,4026884,2174578,741,104,0,1,0,0
12230,3851772,3432540,95,14,0,1,0,0
12231,3638665,4410648,179,49,0,2,0,0
12232,2548527,1976636,71,49,0,1,0,0
12233,1999986,1304723,584,134,0,5,0,0
12234,2611183,3781604,4118,217,0,1,1,0
12235,3961528,1461477,1959,358,0,1,1,0
12236,1036922,4723162,1,1,0,1,0,0
12237,4062475,880119,1,25,0,2,0,0
12238,4857501,4835927,46,22,0,1,0,0
12239,599863,2894190,273,8,0,67,3,0
12240,2724858,3194746,135,31,0,1,0,0
12241,1206884,2335911,70,1,0,2,0,0
12242,1193648,1677758,462,143,0,1,0,0
12243,4583054,3537814,50,25,0,1,0,0
12244,546986,3920570,182,25,0,1,0,0
12245,1865173,3353428,2,2,0,2,0,0
12246,3362145,1816491,253,42,0,294,0,0
12247,3386398,216774,444,33,0,1,0,0
12248,1071171,1156938,43,27,0,3,0,0
12249,4795778,2843209,44,30,0,2,0,0
12250,4627635,3406379,487,46,0,22,3,0
12251,1223264,4799703,615,74,0,1,0,0
12252,4635896,4859138,505,37,0,1,0,0
12253,960355,96438,65,32,0,2,1,0
12254,3715270,1174220,28,8,0,1,0,0
12255,3732304,1030943,2123,115,0,2,0,0
12256,3809302,1413947,319,289,0,18,0,0
12257,441635,4567383,784,82,0,3,0,0
12258,3000071,3967840,696,101,0,1,0,0
12259,3241804,1966427,12698,164,0,1,0,0
12260,2518983,3101539,1,187,0,1,0,0
12261,192294,1149143,30,26,0,1,0,0
12262,3137167,1848698,25,29,0,9,0,0
12263,106401,3924835,212,44,0,44,0,0
12264,1852341,2611865,223,63,0,2,0,0
12265,3954833,3926232,36,19,0,7,0,0
12266,2681162,2663325,21,7,0,1,0,0
12267,112842,2848903,81,15,0,12,0,0
12268,1191379,579687,675,111,0,17,1,0
12269,4694979,1608657,345,23,0,3,0,0
12270,379412,1521427,148,27,0,2,0,0
12271,27590,2677645,194,9,0,1,0,0
12272,4018519,578795,14,3,0,1,0,0
12273,3859962,2897542,1854,15,0,1,0,0
12274,2022191,982165,262,44,0,8,0,0
12275,2165257,2976884,2373,288,0,1,0,0
12276,137903,4194519,42,6,0,1,0,0
12277,3458427,1642920,164,112,0,5,0,0
12278,865119,3247084,1024,26,0,1,0,0
12279,2640717,3620343,0,11,0,3,0,0
12280,3308257,932979,909,132,0,1,0,0
12281,2931259,3342024,243,16,0,10,0,0
12282,685865,2414390,253,56,0,1,0,0
12283,4494326,518156,138,58,0,1,0,0
12284,1804881,3804767,63,3,0,1,0,0
12285,2860918,1571123,25,11,0,4,0,0
12286,1309047,3558269,39,22,0,2,0,0
12287,3905860,1513620,6787,281,0,1,0,0
12288,528115,712231,3075,167,0,1,0,0
12289,245419,3118261,62,2,0,1,0,0
12290,2688589,4718037,138,71,0,1,0,0
12291,3522878,3554147,50,3,0,1,0,0
12292,167787,2057818,205,13,0,1,0,0
12293,1551620,774931,202,23,0,1,0,0
12294,3498015,3022043,81,18,0,2,0,0
12295,4601414,439451,1,1,0,1,0,0
12296,4639934,4755106,51,4,0,1,0,0
12297,38596,2907065,19,17,0,2,0,0
12298,2587242,4218239,1,2,0,1,0,0
12299,4046964,1860447,0,16,0,2,0,0
12300,455876,2797590,28,1,0,1,0,0
12301,3261199,1216502,5,2,0,1,0,0
12302,4353021,490770,287,33,0,5,0,0
12303,70917,1586372,46,8,0,5,0,0
12304,3662533,4795584,0,2,0,1,0,0
12305,2833896,3788399,31,29,0,2,0,0
12306,3606779,3948650,1007,104,0,2,0,0
12307,3931730,2283122,673,124,0,3,1,0
12308,4114198,4539981,572,21,0,3,0,0
12309,1564913,959544,195,49,0,3,0,0
12310,1337982,1556179,11,3,0,12,0,0
12311,947129,1284962,69,10,0,2,0,0
12312,3368484,4069483,34,3,0,2,0,0
12313,3010699,910638,4,3,0,3,0,0
12314,3747769,1962755,172,76,0,1,0,0
12315,155981,4820274,1986,24,0,3,0,0
12316,2412919,4128417,196,6,0,1,0,0
12317,2682550,2742134,59,15,0,1,0,0
12318,143400,4009054,490,74,0,1,0,0
12319,4145740,73319,2,3,0,1,0,0
12320,3870231,1829918,50,17,0,2,0,0
12321,1320615,3305762,34,25,0,1,0,0
12322,751333,1489805,290,115,0,1,1,0
12323,1722727,2469811,941,180,0,1,0,0
12324,1038983,1943934,142,43,0,1,0,0
12325,962409,936526,111,14,0,1,0,0
12326,1827922,2611740,77,26,0,1,0,0
12327,2571291,2264675,10362,250,0,2,1,0
12328,568200,2414111,6,4,0,4,0,0
12329,4321785,2332823,100,32,0,2,0,0
12330,1193372,1177828,352,73,0,2,0,0
12331,2142338,3597661,25,9,0,1,0,0
12332,4148599,1614204,850,41,0,1,0,0
12333,1456511,2429821,9270,751,0,1,0,0
12334,4117942,2463896,23,57,0,1,0,0
12335,2739164,485437,115,4,0,1,0,0
12336,3465977,1568389,950,87,0,8,0,0
12337,459188,1030437,2560,141,0,1,0,0
12338,4800855,1414773,22,15,0,20,0,0
12339,2561064,1398481,240,19,0,1,0,0
12340,748233,771079,816,186,0,1,0,0
12341,3956805,2732995,380,53,0,1,0,0
12342,3849057,305898,1195,156,0,3,0,0
12343,308077,3173132,18,33,0,1,0,0
12344,4471853,4474709,605,150,0,1,0,0
12345,1172786,2590535,686,29,0,1,0,0
12346,915727,4470439,524,42,0,1,0,0
12347,4539649,2974503,681,60,0,1,0,0
12348,3692189,2823107,87,25,0,1,0,0
12349,2790595,926341,1262,268,0,60,24,0
12350,2799160,2140968,2268,41,0,1,0,0
12351,627619,3239247,27,18,0,18,0,0
12352,3758622,4772298,126,35,0,2,1,0
12353,3756758,387315,97,101,0,1,0,0
12354,4416877,1736284,197,284,0,30,0,0
12355,881934,4850783,287,34,0,1,1,0
12356,197141,4851321,1907,56,0,1,0,0
12357,728109,4154634,25,3,0,4,0,0
12358,3990487,972921,143,44,0,1,0,0
12359,2060188,3468979,154,71,0,1,0,0
12360,1359627,170451,309,81,0,1,0,0
12361,1611831,1933130,102,28,0,1,0,0
12362,480893,4081182,307,165,0,1,0,0
12363,3922533,2454564,6,1,0,7,0,0
12364,3584058,305013,1572,315,0,1,0,0
12365,2476211,1442297,87,10,0,2,0,0
12366,2214855,4692555,156,36,0,1,0,0
12367,2801512,4806331,261,6,0,4,0,0
12368,1416071,4178728,70,98,0,1,0,0
12369,4760542,4176466,45,17,0,2,0,0
12370,619737,1263041,2240,209,0,1,0,0
12371,741413,1769620,95,29,0,1,0,0
12372,1881516,122170,37,1,0,1,1,0
12373,3361975,3893660,89,5,0,1,0,0
12374,3719571,3456813,464,52,0,1,0,0
12375,2702081,2956544,85,10,0,1,0,0
12376,1892162,3033750,1399,75,0,1,0,0
12377,289194,2087993,410,57,0,2,0,0
12378,3211303,200757,59,54,0,10,0,0
12379,4565891,4012856,463,84,0,1,0,0
12380,3118723,1229025,12,8,0,13,0,0
12381,3796249,843866,179,48,0,1,0,0
12382,4226206,1864944,221,69,0,5,0,0
12383,2292959,2056386,2,1,0,4,0,0
12384,2033241,352359,229,38,0,1,0,0
12385,3712837,1581668,0,31,0,1,0,0
12386,4154308,2156484,38,8,0,1,0,0
12387,4031233,4544422,2454,236,0,1,1,0
12388,2787780,3790330,83,58,0,7,0,0
12389,3964726,2686184,962,71,0,1,0,0
12390,4595933,4689827,86,36,0,1,0,0
12391,1829215,4452354,14576,2084,0,1,0,0
12392,3533762,3014641,59,4,0,1,0,0
12393,4420308,3353487,785,62,0,18,2,0
12394,4065737,1530119,68,22,0,1,0,0
12395,3565103,1805070,12,6,0,1,0,0
12396,2204633,3344466,730,247,366,269,0,0
12397,3063461,2919239,12914,568,0,1,1,0
12398,2774927,2660376,27,2,0,1,0,0
12399,869495,1378934,1470,131,0,15,1,0
12400,2113863,138140,77,7,0,1,0,0
12401,4008793,2893929,472,14,0,1,1,0
12402,512511,4648353,379,16,0,16,1,0
12403,3683162,282699,1110,146,0,2,1,0
12404,3135519,1124717,201,48,0,1,0,0
12405,1639638,1656397,3150,275,0,1,0,0
12406,2055606,2581919,82,24,0,1,0,0
12407,2607807,4749853,122,38,0,1,0,0
12408,4260764,3936821,570,73,0,2,1,0
12409,4652450,3765715,413,71,0,14,0,0
12410,3465286,1468585,1577,193,0,1,0,0
12411,2931365,1020352,34,5,0,1,0,0
12412,1847407,2353726,6,13,0,1,0,0
12413,3818784,4755159,45,4,0,1,0,0
12414,115138,2602174,644,116,0,5,0,0
12415,2140762,2307381,59,13,0,5,0,0
12416,4768855,1257314,23,1,0,1,0,0
12417,3108475,4441605,83,24,0,1,0,0
12418,4544326,2160869,1026,153,0,2,0,0
12419,395071,474699,160,160,0,2,0,0
12420,664773,3403520,113,176,0,3,0,0
12421,1046055,3385106,1,1,0,3,0,0
12422,2841072,3676390,18,4,0,4,0,0
12423,3951050,4116989,104,10,0,2,0,0
12424,2028782,2541169,1087,58,0,2,0,0
12425,701399,1314351,76,7,0,1,0,0
12426,1898985,2675141,60,12,0,2,0,0
12427,1792158,4839317,0,26,0,2,0,0
12428,2218947,347844,1953,120,0,1,0,0
12429,3419654,3426176,10108,578,0,15,6,0
12430,3597466,3154849,4550,304,0,1,0,0
12431,3006584,2075329,173,13,0,1,0,0
12432,3211682,4803044,175,167,0,1,0,0
12433,117769,2898919,773,73,0,1,0,0
12434,483282,354951,24,8,0,1,0,0
12435,2394283,3608819,2248,194,0,2,2,0
12436,813178,4640678,700,71,0,1,1,0
12437,4807353,2272086,287,55,0,2,0,0
12438,3873901,3948654,733,41,0,1,0,0
12439,2050949,3474439,237,13,0,7,0,0
12440,1675188,3996732,229,22,0,1,0,0
12441,3983907,459369,371,21,0,8,1,0
12442,1180575,2836095,46,13,0,1,0,0
12443,2198578,64515,28,17,0,43,0,0
12444,3902784,3160708,936,90,0,1,1,0
12445,1314458,1029926,42,5,0,1,0,0
12446,2765540,1357921,2,3,0,13,0,0
12447,2313609,41128,1973,70,0,1,0,0
12448,3221578,4822590,144,42,0,1,0,0
12449,3361219,2240902,365,96,0,1,0,0
12450,3615949,939404,196,35,0,2,0,0
12451,3523927,4628240,147,52,0,3,1,0
12452,761480,150834,447,36,0,1,0,0
12453,730809,592388,109,9,0,1,0,0
12454,3911474,4082379,169,8,0,3,0,0
12455,2592108,1433558,69,65,0,1,0,0
12456,20418,1234768,139,27,0,2,0,0
12457,4514703,972314,821,58,0,2,0,0
12458,1982567,3213202,88,4,0,2,0,0
12459,2143656,3827195,11,444,0,2,0,0
12460,1572188,930813,180,46,0,1,0,0
12461,1666421,2186245,9,13,0,1,0,0
12462,4369417,1771107,191,40,0,1,0,0
12463,1703994,1656689,55,1,0,1,0,0
12464,2234621,1012417,169,67,0,1,0,0
12465,2681748,4756730,9,3,0,1,0,0
12466,4716886,4271259,126,146,0,1,0,0
12467,1740255,4489856,9726,344,0,1,0,0
12468,2496703,1897211,67,12,0,4,0,0
12469,4092281,689122,395,35,0,1,0,0
12470,4264641,3820329,108,36,0,2,0,0
12471,338660,3969105,16,3,0,1,0,0
12472,4648130,174498,32319,746,0,1,0,0
12473,1733537,3870934,77,13,0,2,0,0
12474,755020,2956515,193,102,0,2,0,0
12475,1309962,266607,464,6,0,1,0,0
12476,3911286,1546751,945,114,0,55,1,0
12477,3620886,2540798,39,4,10,7,0,0
12478,1823706,4531200,377,18,0,1,0,0
12479,1827023,1329882,111,86,0,1,0,0
12480,544184,4573989,59,55,0,1,0,0
12481,2628302,3785730,0,9,0,3,0,0
12482,2842239,2175596,32,38,0,1,0,0
12483,2603294,2007039,203,144,0,1,0,0
12484,137761,4255124,14,4,0,1,0,0
12485,974255,4032758,23,7,0,1,0,0
12486,1896418,913094,107,37,0,1,0,0
12487,733490,2064788,1584,43,0,1,0,0
12488,1529659,1539657,135,33,0,3,0,0
12489,968420,2812836,546,418,0,1,1,0
12490,41826,1831531,361,11,0,1,0,0
12491,2946835,547879,98,6,0,1,0,0
12492,4519951,3406523,53,9,0,2,0,0
12493,1080353,1987461,171,81,0,3,0,0
12494,1145202,3065591,5,8,0,1,0,0
12495,1386090,616805,45,2,0,1,0,0
12496,217291,1054517,313,8,0,1,0,0
12497,1778791,3242854,223,56,0,1,0,0
12498,2050962,656629,27,7,0,1,0,0
12499,1111284,4756349,3468,362,0,2,1,0
12500,4768855,662400,23,1,0,1,0,0
12501,4308422,1094075,169,72,0,1,0,0
12502,1098630,3556746,380,120,0,3,0,0
12503,911943,1792054,6,1,0,3,0,0
12504,3176076,4434174,1667,187,0,1,0,0
12505,4406926,3891552,36,12,0,2,0,0
12506,1415891,4635747,538,119,0,1,0,0
12507,2732912,1891998,205,42,0,1,0,0
12508,2460575,2892388,636,70,0,1,0,0
12509,1499994,1043795,80,26,0,2,0,0
12510,4781412,76244,75,11,0,2,0,0
12511,2467592,776428,1105,47,0,1,0,0
12512,2838980,1992381,25,119,0,1,0,0
12513,3069981,3078429,6774,377,0,4,1,0
12514,3951050,3864876,104,10,0,1,0,0
12515,2291710,4430146,375,43,0,1,0,0
12516,2303705,2557190,42592,1051,0,1,0,0
12517,1237498,1241997,96,14,0,2,0,0
12518,860095,649118,72,5,0,1,0,0
12519,2693224,2926047,126,16,0,2,0,0
12520,4693721,908941,38,9,0,1,0,0
12521,4601989,899367,726,40,0,1,0,0
12522,4659057,4768980,400,128,0,12,0,0
12523,3729269,4552125,109,52,0,1,0,0
12524,104484,4179334,7987,202,0,2,0,0
12525,4126557,1116323,1301,342,0,4,1,0
12526,439808,4128429,83,17,0,1,0,0
12527,4744044,2394875,66,15,0,1,0,0
12528,401164,4767034,113,23,0,2,0,0
12529,989769,1166624,46,15,0,1,0,0
12530,3380682,346550,181,10,0,1,0,0
12531,2771274,1903093,677,109,0,1,0,0
12532,3704431,3991750,7929,257,0,2,0,0
12533,897622,3234186,120,68,0,7,0,0
12534,3750907,2113862,415,51,0,1,0,0
12535,1375909,2573027,1028,206,0,1,0,0
12536,2441563,3636193,5222,100,0,1,0,0
12537,212672,2246524,923,218,0,1,0,0
12538,3296313,2391036,375,68,0,1,0,0
12539,2445759,2873503,6,18,0,1,0,0
12540,1432627,748168,90,27,0,1,0,0
12541,4425166,2952789,103,21,0,2,0,0
12542,1220582,2423594,16,4,0,3,0,0
12543,1591169,55750,452,262,0,1,0,0
12544,92653,925461,161,64,0,1,0,0
12545,2297882,3612094,1057,187,0,37,0,0
12546,190431,1005651,69,25,0,3,0,0
12547,3764052,978538,7710,662,0,1,1,0
12548,954498,1486141,728,57,0,1,0,0
12549,3492364,3765219,100,50,0,3,0,0
12550,212880,880280,440,53,0,2,0,0
12551,1727426,2857936,244,2,0,1,0,0
12552,3195574,4470117,309,18,0,2,0,0
12553,1573372,1172515,153,298,0,14,1,0
12554,2303705,3335711,42592,1051,0,2,0,0
12555,4380253,253921,36,10,0,1,0,0
12556,2392555,2926713,1,29,0,2,0,0
12557,2820976,5608,91,22,0,1,0,0
12558,306972,2356781,1232,152,0,1,0,0
